name,num_patterns,log_patterns,num_classes,num_features,log_features,num_patterns_with_missing_values,perc_patterns_with_missing_values,num_features_with_missing_values,perc_features_with_missing_values,num_missing_values,perc_missing_values,num_numerical,num_categorical,ratio_num_cat,ratio_cat_num,dataset_dimensionality,dataset_dimensionality_log,inverse_dataset_dimensionality,inverse_dataset_dimensionality_log,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,class_entropy,categorical_min,categorical_max,categorical_mean,categorical_std,categorical_total,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,skewness_min,skewness_max,skewness_mean,skewness_std,pca_95_index,pca_skewness,pca_kurtosis
oocytes_merluccius_nucleus_4d,1022,9.997179480937621,2,41,5.357552004618084,0,0.0,0,0.0,0,0.0,41,0,1,0.0,41,5.357552004618084,0.024390243902439025,0.18665241123894338,0.32974559686888455,0.6702544031311155,0.5,0.24077608596175984,0.9146662391723666,0,0,0.0,0.0,0,-1.168006835674532,17.584789334919535,3.365776805760122,5.22661061511834,-2.8145650953391734,3.304885788227716,0.7105366167758055,1.5765446371156147,4,-0.13068771639049914,-0.9149191827723291
oocytes_merluccius_states_2f,1022,9.997179480937621,3,25,4.643856189774724,0,0.0,0,0.0,0,0.0,25,0,1,0.0,25,4.643856189774724,0.04,0.21533827903669653,0.05968688845401174,0.6868884540117417,0.3333333333333333,0.3211456029754876,1.1167802316656497,0,0,0.0,0.0,0,-1.0534042427228867,10.566126031972287,2.4026767704401175,4.157365802247833,-2.814564707092575,2.9826481675422096,0.19679647683451354,1.498420385800869,6,0.16545357640852795,-0.6725996564766725
oocytes_trisopterus_nucleus_2f,912,9.832890014164741,2,25,4.643856189774724,0,0.0,0,0.0,0,0.0,25,0,1,0.0,25,4.643856189774724,0.04,0.21533827903669653,0.42214912280701755,0.5778508771929824,0.5,0.11009776636895804,0.9824409926603737,0,0,0.0,0.0,0,-0.8024443041728864,34.85096731572232,4.854940316097893,8.095216623719036,-3.472765722122211,4.4118882940037265,0.3922570003374321,1.7559938408759217,6,-0.8847531937890618,0.13151214108343368
oocytes_trisopterus_states_5b,912,9.832890014164741,3,32,5.0,0,0.0,0,0.0,0,0.0,32,0,1,0.0,32,5.0,0.03125,0.2,0.015350877192982455,0.5756578947368421,0.3333333333333333,0.2877135315799938,1.0786740224382176,0,0,0.0,0.0,0,-0.8024443041728864,34.85096731572232,4.268549474589477,7.357825617509312,-3.472765722122211,4.4118882940037265,0.7504272803842233,1.6018789640414852,6,0.8630392894847209,0.35534961338731197
ozone,2536,11.308339030139408,2,72,6.169925001442312,0,0.0,0,0.0,0,0.0,72,0,1,0.0,72,6.169925001442312,0.013888888888888888,0.16207652439312228,0.028785488958990538,0.9712145110410094,0.5,0.6663979523012021,0.1882640931192251,0,0,0.0,0.0,0,-1.0668233338363018,77.71545773112105,2.2357598011884545,10.170142860319348,-4.868992027367419,7.379281734366575,-0.27159116626617924,1.5514435523051353,16,-0.8111883951352691,-0.2055785979512459
parkinsons,195,7.60733031374961,2,22,4.459431618637297,0,0.0,0,0.0,0,0.0,22,0,1,0.0,22,4.459431618637297,0.045454545454545456,0.22424382421757544,0.24615384615384617,0.7538461538461538,0.5,0.358992673525478,0.8051250074646821,0,0,0.0,0.0,0,-0.9217798713345009,21.99495049142634,5.519076207264813,6.4597370209162674,-0.514317889558298,4.220707450842917,1.6572694243254562,1.335270080725341,8,1.3914616818628625,3.340730932260163
pima,768,9.584962500721156,2,8,3.0,0,0.0,0,0.0,0,0.0,8,0,1,0.0,8,3.0,0.125,0.3333333333333333,0.3489583333333333,0.6510416666666666,0.5,0.21360517348343622,0.9331343166407831,0,0,0.0,0.0,0,-0.5200684725151459,7.214266714604095,2.775363488337772,2.9400958887446946,-1.8436077707603924,2.2722518893249477,0.5292464201277763,1.3267815004425692,7,0.6476308787374806,-0.6114370172435786
pittsburg-bridges-MATERIAL,106,6.727920454563199,3,7,2.807354922057604,0,0.0,0,0.0,0,0.0,7,0,1,0.0,7,2.807354922057604,0.14285714285714285,0.3562071871080222,0.10377358490566038,0.7452830188679245,0.3333333333333333,0.35753762785760784,1.06704850257262,0,0,0.0,0.0,0,-1.064124558580847,2.3838188035647767,0.1108256428704321,1.2756099083077226,-1.5022093831106198,0.5080453862893916,-0.4621360385048652,0.789231224080279,7,-0.500620135107702,-0.34071566058958336
pittsburg-bridges-REL-L,103,6.6865005271832185,3,7,2.807354922057604,0,0.0,0,0.0,0,0.0,7,0,1,0.0,7,2.807354922057604,0.14285714285714285,0.3562071871080222,0.14563106796116504,0.5145631067961165,0.3333333333333333,0.18455116413441106,1.427199084279809,0,0,0.0,0.0,0,-1.0636388111695707,2.249144890296316,0.030444689058887482,1.2019898845899912,-1.4604542021457525,0.33541998412566126,-0.4946082765719458,0.7162969871335235,7,-0.5482270008361328,-0.3844678544952078
pittsburg-bridges-SPAN,92,6.523561956057013,3,7,2.807354922057604,0,0.0,0,0.0,0,0.0,7,0,1,0.0,7,2.807354922057604,0.14285714285714285,0.3562071871080222,0.2391304347826087,0.5217391304347826,0.3333333333333333,0.16316420651011163,1.4768968337237893,0,0,0.0,0.0,0,-1.117066558491344,1.893572250962794,-0.07600745334428478,1.0624365754211516,-1.3444286198976454,0.4745660835007643,-0.482953465349122,0.6793847752459102,6,-0.49664006960727963,-0.5817079294432856
pittsburg-bridges-T-OR-D,102,6.672425341971495,2,7,2.807354922057604,0,0.0,0,0.0,0,0.0,7,0,1,0.0,7,2.807354922057604,0.14285714285714285,0.3562071871080222,0.13725490196078433,0.8627450980392157,0.5,0.5129990373314168,0.5770042503157248,0,0,0.0,0.0,0,-1.068137208333165,2.204821981111366,0.030304857306831603,1.1800262533465564,-1.4463299264111917,0.3493744597026879,-0.48785638518589114,0.7144006940498125,7,-0.5868174855814202,-0.3966296329252752
pittsburg-bridges-TYPE,105,6.714245517666122,6,7,2.807354922057604,0,0.0,0,0.0,0,0.0,7,0,1,0.0,7,2.807354922057604,0.14285714285714285,0.3562071871080222,0.09523809523809523,0.41904761904761906,0.16666666666666666,0.12530235541325166,2.3176028118111756,0,0,0.0,0.0,0,-1.0225251182589967,2.482288434104567,0.12635699525035374,1.296986386666063,-1.5350707925288125,0.5208991854714274,-0.46427906028935545,0.7941240379928445,7,-0.5383618504163098,-0.3137558384142074
planning,182,7.507794640198696,2,12,3.584962500721156,0,0.0,0,0.0,0,0.0,12,0,1,0.0,12,3.584962500721156,0.08333333333333333,0.27894294565112987,0.2857142857142857,0.7142857142857143,0.5,0.30304576336566325,0.863120568566631,0,0,0.0,0.0,0,-0.5845199826036436,1.8334445128670596,0.5393010854377374,0.6936154135587642,-0.6417741197385622,0.4447668973067138,-0.16362552995848817,0.32172103290463716,6,-0.058109518712528105,-0.009644155025468226
plant-margin,1600,10.643856189774725,100,64,6.0,0,0.0,0,0.0,0,0.0,64,0,1,0.0,64,6.0,0.015625,0.16666666666666666,0.01,0.01,0.009999999999999998,1.7434626923745965e-18,6.643856189774724,0,0,0.0,0.0,0,-0.16792618165417306,182.36841593569244,10.547111525989852,24.778671883942277,0.6879904393585087,12.449113577391625,2.222772090471189,1.7841416986000778,36,0.08514238102224436,-1.124880575656957
plant-shape,1600,10.643856189774725,100,64,6.0,0,0.0,0,0.0,0,0.0,64,0,1,0.0,64,6.0,0.015625,0.16666666666666666,0.01,0.01,0.009999999999999998,1.7434626923745965e-18,6.643856189774724,0,0,0.0,0.0,0,-0.11726955479449108,8.412206618245829,3.8031949863927688,2.4613721478357333,0.290146794475675,2.3068913947836758,1.3908571460723025,0.7075302880431548,3,1.335964101953298,3.1728231761051653
plant-texture,1599,10.642954223480332,100,64,6.0,0,0.0,0,0.0,0,0.0,64,0,1,0.0,64,6.0,0.015625,0.16666666666666666,0.009380863039399626,0.010006253908692933,0.01,6.253908692933075e-05,6.643827670050608,0,0,0.0,0.0,0,0.9751119180964269,119.52665557451189,15.691938580689893,18.006705705718172,0.9591725581697906,8.90015688537087,3.143015853319291,1.455362076490735,39,0.07090235113742906,-1.1678220372891503
post-operative,90,6.491853096329675,3,8,3.0,0,0.0,0,0.0,0,0.0,8,0,1,0.0,8,3.0,0.125,0.3333333333333333,0.022222222222222223,0.7111111111111111,0.3333333333333333,0.3492496365667047,0.9803075405818108,0,0,0.0,0.0,0,-2.0459770114942533,9.571224292790115,0.9311556669854124,3.9472684374193516,-1.0060992574146965,2.1391693458831784,0.02042293990721057,0.9684512464200766,7,-0.023829363600758387,-1.157271437349398
seeds,210,7.714245517666122,3,7,2.807354922057604,0,0.0,0,0.0,0,0.0,7,0,1,0.0,7,2.807354922057604,0.14285714285714285,0.3562071871080222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.584962500721156,0,0,0.0,0.0,0,-1.1067025440372875,-0.06660547877373046,-0.7317176098519733,0.4482896287734781,-0.5379540104196614,0.5618973328196364,0.26741886147196653,0.38065904065615475,3,0.37275998315422665,-1.1421641264018192
semeion,1593,10.63753055152531,10,256,8.0,0,0.0,0,0.0,0,0.0,256,0,1,0.0,256,8.0,0.00390625,0.125,0.0973006905210295,0.1016949152542373,0.1,0.0012915923299444219,3.32181948968678,0,0,0.0,0.0,0,-2.0009955944217306,19.61550943202316,-0.9633611989432298,1.7704487411074459,-0.6138373506227648,4.64659917136922,0.8093820477591864,0.6198802752946531,161,0.4313867526056312,-0.41889781675947724
soybean,683,9.41574176829009,18,35,5.129283016944966,0,0.0,0,0.0,0,0.0,35,0,1,0.0,35,5.129283016944966,0.02857142857142857,0.1949590218937863,0.01171303074670571,0.13469985358711567,0.05555555555555555,0.044504168315867225,3.7832697149512797,0,0,0.0,0.0,0,-1.4389690350173603,327.2763219983354,16.72520729039362,55.63750302902042,-3.018942964846778,17.980243962614743,2.102773613238734,3.585446303824226,22,-0.34724566148622776,-0.6547204843569223
spambase,4601,12.167731741103244,2,57,5.832890014164741,0,0.0,0,0.0,0,0.0,57,0,1,0.0,57,5.832890014164741,0.017543859649122806,0.17144160057391347,0.39404477287546186,0.6059552271245382,0.5,0.14984331920384353,0.9673602371807666,0,0,0.0,0.0,0,5.257394136543262,1480.6415677293169,241.17010069371239,297.2406556675648,1.5916740210184648,31.06209519429626,11.186640132548545,6.958601497510162,42,6.464407049834442,65.12519322274355
spect,265,8.049848549450562,2,22,4.459431618637297,0,0.0,0,0.0,0,0.0,22,0,1,0.0,22,4.459431618637297,0.045454545454545456,0.22424382421757544,0.41509433962264153,0.5849056603773585,0.5,0.12007473642790427,0.9790981671667149,0,0,0.0,0.0,0,-1.3917526476430306,16.546303028332854,1.7712206315370442,4.933883651577899,-1.7285448060545698,3.755606707506421,0.9673441499553956,1.2191180915734654,17,-0.6717595350586044,0.2124844969975359
spectf,267,8.060695931687555,2,44,5.459431618637297,0,0.0,0,0.0,0,0.0,44,0,1,0.0,44,5.459431618637297,0.022727272727272728,0.18316925091363362,0.20599250936329588,0.7940074906367042,0.5,0.41578938069770777,0.7337524087989602,0,0,0.0,0.0,0,0.9743518433185581,12.45654602052138,4.216409357256783,2.678894702626112,-2.736986231629503,-1.1101172858659427,-1.71114734820815,0.41112975073381924,21,-0.8937011701285176,0.8142289215686662
statlog-australian-credit,690,9.430452551665532,2,14,3.807354922057604,0,0.0,0,0.0,0,0.0,14,0,1,0.0,14,3.807354922057604,0.07142857142857142,0.26264953503719357,0.3217391304347826,0.6782608695652174,0.5,0.2520989393795517,0.90626268051371,0,0,0.0,0.0,0,-1.9971378336902235,214.66976402008868,21.25680168066767,57.46658009180849,-1.9447254706547483,13.140648859466799,1.747993957953817,3.735815229118099,9,0.1458483087434768,-1.610268503296523
statlog-german-credit,1000,9.965784284662087,2,24,4.584962500721156,0,0.0,0,0.0,0,0.0,24,0,1,0.0,24,4.584962500721156,0.041666666666666664,0.21810429198553155,0.3,0.7,0.5,0.282842712474619,0.8812908992306927,0,0,0.0,0.0,0,-1.8501438979806257,40.686180651202775,3.8840533797515864,9.931999013090461,-2.8069294034131658,6.527236178583125,1.0422914454029761,2.0927905750572493,18,-0.6464511343680431,-0.15627644509856253
statlog-heart,270,8.076815597050832,2,13,3.700439718141092,0,0.0,0,0.0,0,0.0,13,0,1,0.0,13,3.700439718141092,0.07692307692307693,0.27023815442731974,0.4444444444444444,0.5555555555555556,0.5,0.07856742013183865,0.9910760598382222,0,0,0.0,0.0,0,-2.005357690861352,4.895592619784426,0.11514527788217849,1.9230907854434884,-0.8787659822689586,1.9919705589929442,0.4269634160216522,0.8733983018679367,9,0.1635369678227122,-1.1691811369882243
statlog-image,2310,11.17367713630342,7,18,4.169925001442312,0,0.0,0,0.0,0,0.0,18,0,1,0.0,18,4.169925001442312,0.05555555555555555,0.23981246656813146,0.14285714285714285,0.14285714285714285,0.14285714285714282,2.997944808332385e-17,2.807354922057604,0,0,0.0,0.0,0,-1.2158710283357068,339.2199958872188,38.517130286827594,92.68079477048117,-0.8853610757146405,16.900909348743106,3.32095759986725,4.852385065855891,7,1.0034746346398908,-0.11445426195317232
statlog-vehicle,846,9.72451385311995,4,18,4.169925001442312,0,0.0,0,0.0,0,0.0,18,0,1,0.0,18,4.169925001442312,0.05555555555555555,0.23981246656813146,0.23522458628841608,0.2576832151300236,0.25,0.010327298992971743,1.999066765534363,0,0,0.0,0.0,0,-0.9784721042945548,58.37551877782944,5.153142084632574,15.252116493455759,-0.22634539048888155,6.778397607527895,1.0415772814245947,1.6997425237874308,6,0.4224286404234323,-0.9167120062254019
steel-plates,1941,10.922584402713664,7,27,4.754887502163468,0,0.0,0,0.0,0,0.0,27,0,1,0.0,27,4.754887502163468,0.037037037037037035,0.2103099178571525,0.02833590932509016,0.3467284904688305,0.14285714285714285,0.11490875828592285,2.410690442272441,0,0,0.0,0.0,0,-1.8563562772631923,1663.051232690116,109.58593704821185,346.14118806883636,-0.9285825422313159,39.29314772721086,3.741245347658892,8.644048210973644,10,0.1916176604558385,-1.4327169775443818
synthetic-control,600,9.228818690495881,6,60,5.906890595608519,0,0.0,0,0.0,0,0.0,60,0,1,0.0,60,5.906890595608519,0.016666666666666666,0.16929380759878143,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,2.584962500721156,0,0,0.0,0.0,0,-1.2148845492089761,0.5983184310211911,-0.5574061941140466,0.6030133096088518,-0.6919908750882193,0.9337734208586312,0.03400470532444108,0.291163542226367,29,-0.022817038549188783,-0.9792826416584308
teaching,151,7.2384047393250786,3,5,2.321928094887362,0,0.0,0,0.0,0,0.0,5,0,1,0.0,5,2.321928094887362,0.2,0.43067655807339306,0.32450331125827814,0.3443708609271523,0.3333333333333333,0.01011606113676785,1.5845209168501238,0,0,0.0,0.0,0,-1.154210634342382,1.8449043860756005,0.06847010465863161,1.154884421455447,-1.9546465216377111,0.8701680789837302,-0.43474783620893076,1.2624606126381692,5,-1.3324103246787973,0.9056591204458195
tic-tac-toe,958,9.90388184573618,2,9,3.169925001442312,0,0.0,0,0.0,0,0.0,9,0,1,0.0,9,3.169925001442312,0.1111111111111111,0.31546487678572877,0.3465553235908142,0.6534446764091858,0.5,0.21700354245182146,0.9309539862507961,0,0,0.0,0.0,0,-1.735727845151808,-1.6379573927173432,-1.6751074591024302,0.03730022743438072,0.09623226674698272,0.24497674641015027,0.14539425490736255,0.052368529278024635,8,0.0,-0.8243373160561904
titanic,2201,11.103943429891558,2,3,1.584962500721156,0,0.0,0,0.0,0,0.0,3,0,1,0.0,3,1.584962500721156,0.3333333333333333,0.6309297535714575,0.3230349840981372,0.6769650159018628,0.5,0.25026632555398476,0.9076514058796559,0,0,0.0,0.0,0,-0.7616663781431021,15.282182975315912,4.8258807111444275,9.062552523094212,-1.3989872484852195,4.155514073387311,0.6851741704663431,3.0255973502327946,3,-1.0953026847348493,-0.212063392455069
vertebral-column-2clases,310,8.276124405274238,2,6,2.584962500721156,0,0.0,0,0.0,0,0.0,6,0,1,0.0,6,2.584962500721156,0.16666666666666666,0.38685280723454163,0.3225806451612903,0.6774193548387096,0.5,0.2509088578403878,0.907165767573082,0,0,0.0,0.0,0,0.16166725590233044,38.06777446812944,7.178641928946052,15.168477360222507,-0.17693038805823563,4.31787431134837,1.121659572670051,1.6026706127454262,4,0.3817816564952365,-0.682910761747145
vertebral-column-3clases,310,8.276124405274238,3,6,2.584962500721156,0,0.0,0,0.0,0,0.0,6,0,1,0.0,6,2.584962500721156,0.16666666666666666,0.38685280723454163,0.1935483870967742,0.4838709677419355,0.3333333333333333,0.14545966944589983,1.4918603462795095,0,0,0.0,0.0,0,0.16166725590233044,38.06777446812944,7.178641928946052,15.168477360222507,-0.17693038805823563,4.31787431134837,1.121659572670051,1.6026706127454262,4,0.3817816564952365,-0.682910761747145
wall-following,5456,12.413627929024173,4,24,4.584962500721156,0,0.0,0,0.0,0,0.0,24,0,1,0.0,24,4.584962500721156,0.041666666666666664,0.21810429198553155,0.060117302052785926,0.4041422287390029,0.25,0.17086824003104314,1.7146327422659768,0,0,0.0,0.0,0,-1.6045954777680087,14.349582040829333,2.368822584775682,4.660114740070898,0.017564205990154822,3.8301402061568193,1.5222576287932992,1.0860666375311714,20,-0.050330304193285345,-0.9593255972618446
waveform,5000,12.287712379549449,3,21,4.392317422778761,0,0.0,0,0.0,0,0.0,21,0,1,0.0,21,4.392317422778761,0.047619047619047616,0.227670248696953,0.3294,0.3392,0.3333333333333333,0.005178159261101699,1.584846735330562,0,0,0.0,0.0,0,-0.6715952122165425,0.11161934339405333,-0.35125157148911934,0.24667659671170028,-0.24364516585438478,0.299851073858751,0.07515410956280957,0.15756733818673757,18,-0.041721012381352666,-1.0718649161289433
waveform-noise,5000,12.287712379549449,3,40,5.321928094887363,0,0.0,0,0.0,0,0.0,40,0,1,0.0,40,5.321928094887363,0.025,0.18790182470910757,0.3306,0.3384,0.3333333333333333,0.004392417709341084,1.5848792049207134,0,0,0.0,0.0,0,-0.6790516422341795,0.1506072880171394,-0.19641740995063192,0.2632280859114593,-0.2720308217718317,0.2720371607289458,0.03546818846307299,0.11955857175734992,35,-0.010348264390146102,-1.0826179556101108
wine,178,7.475733430966398,3,13,3.700439718141092,0,0.0,0,0.0,0,0.0,13,0,1,0.0,13,3.700439718141092,0.07692307692307693,0.27023815442731974,0.2696629213483146,0.398876404494382,0.3333333333333333,0.06462709335856702,1.5668222768551812,0,0,0.0,0.0,0,-1.0864343843500213,2.1049987073981042,0.006743135080970302,0.9348111869536574,-0.30728599577816373,1.0981931029175789,0.3501692842431068,0.4733921421445728,10,-0.16685951139495622,-1.2828652684251804
wine-quality-red,1599,10.642954223480332,6,11,3.4594316186372973,0,0.0,0,0.0,0,0.0,11,0,1,0.0,11,3.4594316186372973,0.09090909090909091,0.2890648263178879,0.006253908692933083,0.425891181988743,0.16666666666666666,0.19527933791409863,1.7090616375059242,0,0,0.0,0.0,0,-0.7889986113267273,41.71587411059654,8.30880602793789,14.002593899367923,0.07128784698542717,5.680351111860312,1.683114570993491,1.8380241517839935,8,0.4229892257834224,-0.25683539319507176
wine-quality-white,4898,12.257977058563979,7,11,3.4594316186372973,0,0.0,0,0.0,0,0.0,11,0,1,0.0,11,3.4594316186372973,0.09090909090909091,0.2890648263178879,0.0010208248264597796,0.44875459371171905,0.14285714285714285,0.17401737915645615,1.8617149332355558,0,0,0.0,0.0,0,-0.6984246608068108,37.56468634187705,7.0662371654653615,10.833719295836405,0.39070990183897975,5.023335248969802,1.3004211642616055,1.2973573613505454,8,0.2894873721175269,-0.794448881478186
yeast,1484,10.535275376620802,10,8,3.0,0,0.0,0,0.0,0,0.0,8,0,1,0.0,8,3.0,0.125,0.3333333333333333,0.0033692722371967657,0.3119946091644205,0.1,0.11701212941368597,2.4904176362327277,0,0,0.0,0.0,0,0.4590603916095173,105.7386020101246,28.66086322269957,46.354220874648654,-1.7916393002918876,10.276878929747536,2.9128266989159073,4.670019472501966,8,0.6812532532274704,0.6835130416801349
zoo,101,6.658211482751795,7,16,4.0,0,0.0,0,0.0,0,0.0,16,0,1,0.0,16,4.0,0.0625,0.25,0.039603960396039604,0.40594059405940597,0.14285714285714285,0.12767506756884595,2.390559682294039,0,0,0.0,0.0,0,-1.9903358168664296,8.168668249313406,-0.06295921896203677,2.6488646997990264,-1.7071180337712306,3.1634279702946655,0.4008840389753521,1.342967667202209,10,0.30539037780724126,-1.6869667887348467
