	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	clase
873	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	1.49142	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	-0.572443	1
874	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	2.91706	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	-0.572443	1
875	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	2.91706	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	-1.48166	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	-0.572443	1
876	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	2.91706	1.49142	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	-0.572443	1
877	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	2.91706	1.49142	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	-0.572443	1
878	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
879	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
880	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	-1.48166	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
881	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	-1.48166	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
882	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
883	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
884	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	-1.48166	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
885	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
886	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
887	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	1.31571	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
888	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	1.74635	1
889	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
890	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
891	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	1.74635	1
892	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	-1.48166	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
893	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	-1.48166	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	-1.29902	0.602317	1.74635	1
894	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
895	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	1.74635	1
896	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	1.31571	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	1.74635	1
897	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
898	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	1.27162	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	1.74635	1
899	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	-1.48166	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
900	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	1.49142	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
901	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	1.49142	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	1.74635	1
902	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	-0.342704	1.49142	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	-1.5035	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
903	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	2.91706	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
904	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	1.08069	-0.75981	-0.527554	-0.783549	1.51352	-0.871037	2.91706	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	2.11452	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	0.602317	1.74635	1
905	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	-0.572443	0
906	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	1.31571	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	-0.572443	0
907	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	0.602317	-0.572443	0
908	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
909	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
910	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
911	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
912	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
913	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
914	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
915	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	-0.871037	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	1.99812	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	4.15421	-0.78147	0.769572	-1.65973	-0.572443	0
916	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
917	-0.354555	-0.275152	-0.197483	2.98708	1.41233	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
918	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
919	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	2.37254	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
920	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	1.31571	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
921	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	1.31571	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
922	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	2.37254	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
923	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	2.37254	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	4.15421	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
924	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
925	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	2.37254	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
926	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	1.31571	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
927	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	1.31571	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
928	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	1.31571	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	2.37254	-0.472772	-0.500313	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
929	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
930	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	2.37254	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
931	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
932	-0.354555	-0.275152	-0.197483	-0.33467	1.41233	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	2.37254	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	-0.463336	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
933	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
934	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	1.27584	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	1.99812	-0.24641	-0.786152	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	1.27924	0.769572	-1.65973	-0.572443	0
935	-0.354555	-0.275152	-0.197483	-0.33467	-0.707826	-0.925048	-0.75981	-0.527554	-0.783549	-0.660506	1.1477	-0.342704	-0.670293	-0.0686587	-0.153462	-0.226494	-0.176892	0.674708	-0.0905501	-0.421357	-0.472772	-0.500313	-0.24641	1.27162	-0.0587589	0.664906	-0.240644	-0.0176887	-0.12215	-0.210786	2.15759	-0.240644	-0.78147	0.769572	-1.65973	-0.572443	0
