	f1	f2	f3	f4	clase
603	1.41308	1.41308	-1.41308	0	1
604	1.41308	1.41308	-1.41308	0.706541	1
605	1.41308	1.41308	-1.41308	1.41308	1
606	1.41308	1.41308	-0.706541	-1.41308	1
607	1.41308	1.41308	-0.706541	-0.706541	1
608	1.41308	1.41308	-0.706541	0	1
609	1.41308	1.41308	-0.706541	0.706541	1
610	1.41308	1.41308	-0.706541	1.41308	1
611	1.41308	1.41308	0	-1.41308	1
612	1.41308	1.41308	0	-0.706541	1
613	1.41308	1.41308	0	0	1
614	1.41308	1.41308	0	0.706541	1
615	1.41308	1.41308	0	1.41308	1
616	1.41308	1.41308	0.706541	-1.41308	1
617	1.41308	1.41308	0.706541	-0.706541	1
618	1.41308	1.41308	0.706541	0	1
619	1.41308	1.41308	0.706541	0.706541	1
620	1.41308	1.41308	0.706541	1.41308	1
621	1.41308	1.41308	1.41308	-1.41308	1
622	1.41308	1.41308	1.41308	-0.706541	1
623	1.41308	1.41308	1.41308	0	1
624	1.41308	1.41308	1.41308	0.706541	1
625	1.41308	1.41308	1.41308	1.41308	0
