	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	clase
133	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	1.82522	-0.701447	1.19058	-1.05542	1.28204	0.86076	0.711868	0.512998	1.78405	2
134	0.314072	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.0995761	-0.426033	0.711868	-1.93615	-0.840594	1
135	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	1.56982	-0.0995761	0.86076	0.711868	0.512998	-0.840594	1
136	0.314072	0.894114	2.15884	4.47289	1.75787	0.983238	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.560115	0.86076	0.711868	0.512998	2.30897	1
137	-2.13238	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-2.26443	-2.36804	-1.48119	-1.71282	-1.39526	-1.93615	-0.315666	0
138	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	-1.11276	-1.05542	-0.560115	0.86076	0.711868	0.512998	1.78405	2
139	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-1.02065	0.86076	-1.39526	0.512998	-0.840594	1
140	0.314072	-1.11087	-0.460081	-0.222058	1.75787	0.983238	3.70226	-1.53221	6.1845	-1.76061	-2.46101	-1.11276	-2.36804	-0.0995761	0.86076	-1.39526	-1.93615	2.30897	3
141	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-1.48119	-0.426033	0.711868	0.512998	-0.840594	1
142	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	1.56982	1.28204	-0.426033	-1.39526	0.512998	-0.315666	2
143	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.0995761	0.86076	0.711868	0.512998	-0.840594	1
144	0.314072	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	0.257203	-0.0995761	-0.426033	0.711868	0.512998	0.73419	2
145	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-1.76061	-2.46101	-2.26443	-2.36804	-1.02065	-1.71282	0.711868	0.512998	-0.840594	1
146	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	0.257203	1.28204	0.86076	0.711868	0.512998	0.73419	2
147	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	-1.05542	-1.48119	-1.71282	0.711868	0.512998	-0.840594	1
148	-0.909156	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	1.19058	0.257203	-0.560115	0.86076	0.711868	0.512998	1.78405	1
