	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	clase
664	0.290581	0.0174502	-0.613053	-0.885521	0.147732	-1.37049	-1.23207	-0.209761	-0.25342	-0.962507	-0.905451	2
665	0.290581	-1.07388	0.378521	0.198851	0.285045	0.805069	1.02685	0.592671	1.07108	0.264209	-0.742932	3
666	1.12009	0.0174502	-0.943577	-0.984101	0.468128	-0.664902	-0.19673	0.124585	0.607503	-0.0862809	-0.824192	2
667	-0.0649244	-0.57782	0.29589	-0.924953	-0.447289	0.158281	1.33275	-1.07906	1.07108	2.01666	1.6136	3
668	0.290581	-1.07388	0.378521	0.198851	0.285045	0.805069	1.02685	0.592671	1.07108	0.264209	-0.742932	3
669	-0.894438	-1.37151	-0.695684	-1.00382	0.0561903	0.0994826	0.81508	-0.510673	1.07108	-0.261526	-0.417892	3
670	-0.538932	-0.379397	1.37009	1.02692	0.0561903	1.45186	1.70924	0.860148	-0.0547457	0.702322	-0.986711	2
671	1.12009	1.40641	-0.613053	0.553737	0.55967	-0.0769139	1.42687	1.06076	-0.319645	0.527077	-0.986711	3
672	-0.301928	0.0174502	0.213258	-0.924953	-0.355747	-0.7825	-0.879114	-0.945324	0.673728	0.702322	0.882265	3
673	0.290581	0.414297	0.0479962	1.59868	-0.309976	0.628672	0.273879	0.325194	1.26975	0.0889643	1.6136	5
674	-0.183426	0.315085	-0.282528	-0.84609	-0.355747	-1.0177	-0.19673	-0.410369	1.1373	1.22806	0.0696664	3
675	-0.538932	0.414297	1.37009	0.849475	0.0561903	1.27546	1.59159	0.927018	-0.716995	0.96519	-0.905451	2
676	-0.894438	0.0174502	-0.695684	0.100272	0.468128	0.511075	1.47393	0.492367	0.0114792	-0.787262	-1.14923	3
677	-1.13144	0.116662	-0.695684	1.10578	0.513899	0.74627	2.01514	1.36167	0.276379	-0.699639	-1.23049	3
678	-1.24994	0.414297	0.378521	-0.323619	-0.584602	-0.723701	-1.04383	-1.01219	1.53465	-0.612016	1.04478	4
679	-1.24994	0.414297	0.378521	-0.323619	-0.584602	-0.723701	-1.04383	-1.01219	1.53465	-0.612016	1.04478	4
680	-1.36845	0.414297	0.378521	-0.323619	-0.584602	-0.723701	-1.04383	-1.01219	1.53465	-0.612016	1.04478	4
681	-0.183426	0.0174502	-1.60463	-0.984101	-0.126893	1.68705	0.485654	-0.677847	-0.120971	-0.874884	-0.417892	2
682	-0.0649244	0.61272	2.94008	-1.00382	0.55967	-1.37049	0.76802	-0.310065	-0.849445	-0.173903	-0.661672	2
683	-1.13144	-0.280185	-0.695684	0.96777	0.285045	-0.312109	0.626837	0.993887	0.342604	-0.436771	-0.824192	3
684	-0.538932	-0.0817616	-0.117266	-0.372909	8.88996	1.51065	0.838611	0.258324	-0.452095	-0.0862809	-0.905451	2
685	1.4756	1.80326	-0.199897	-0.924953	0.285045	0.863868	1.05039	-0.577543	-1.04812	-0.612016	0.557225	2
686	-0.775936	0.811144	-0.613053	1.34237	0.239274	1.09906	1.47393	1.1945	0.408829	-0.261526	-1.23049	2
687	-0.0649244	-0.57782	0.130627	-0.17575	-0.126893	-0.841299	-0.573218	-0.0760226	0.739953	0.351832	0.150926	4
688	-0.0649244	3.88671	-0.282528	1.30294	11.1785	-0.7825	1.28569	1.46197	-0.716995	1.57855	-1.23049	1
689	0.409083	0.0174502	-0.282528	0.849475	-0.0811222	1.51065	1.96807	1.06076	-0.319645	0.0889643	-1.14923	3
690	-0.183426	-1.07388	0.29589	-0.865805	-0.309976	-0.0769139	-0.314383	-0.610977	0.475053	0.96519	0.232186	4
691	0.0535775	-0.776244	0.0479962	-0.885521	-0.126893	-0.606103	-0.0555474	-0.176327	0.806178	0.96519	-0.336633	1
692	-0.894438	0.811144	-1.43936	0.00169263	-0.401518	0.0406838	1.40334	0.124585	-0.120971	1.14044	-0.499152	3
693	-1.01294	0.811144	-1.43936	-0.0180232	-0.447289	0.0406838	1.23863	0.0577161	-0.120971	1.14044	-0.580412	2
694	-1.13144	0.910356	-1.60463	-0.0180232	-0.447289	-0.0769139	1.09745	0.124585	-0.120971	1.22806	-0.580412	2
695	0.883091	0.116662	2.03114	2.19015	-0.218435	0.922666	2.03867	1.89662	-0.187196	1.49093	-0.824192	3
696	-0.657434	0.61272	-0.44779	1.63811	0.0561903	0.805069	1.40334	1.22793	0.276379	-0.261526	-0.824192	2
697	-0.183426	-0.875455	0.0479962	-1.06296	-1.08808	-0.7825	-1.04383	-0.945324	0.276379	0.702322	0.475966	3
698	0.764589	0.315085	1.45272	1.65783	-0.309976	1.56945	1.54453	1.3951	-0.849445	0.96519	-0.824192	2
699	0.764589	0.315085	1.45272	1.65783	-0.309976	1.56945	1.54453	1.3951	-0.849445	0.96519	-0.824192	2
700	0.646087	0.315085	1.20483	1.53953	-0.172664	1.56945	1.54453	1.42854	-0.849445	0.877568	-0.905451	2
701	1.83111	1.20799	3.02272	1.32266	-0.172664	-0.370908	1.37981	1.32823	-0.849445	1.31568	-0.661672	2
702	-1.13144	0.61272	-0.943577	-0.786942	-0.721914	-0.958897	-0.0790779	-1.54715	1.46843	2.5424	2.75124	4
703	-0.301928	1.00957	-1.2741	-1.02353	-0.172664	-0.900098	-1.27913	-0.443804	0.210154	-0.349149	-0.336633	1
704	-0.538932	0.513509	-0.44779	-1.04325	-0.355747	-0.312109	-0.66734	-0.778151	-0.452095	-0.612016	-0.0115934	3
705	-1.48695	-0.280185	-0.613053	-0.550352	-0.401518	-1.0177	-0.549688	-1.2128	1.53465	0.0889643	1.69486	3
706	2.06811	-0.0817616	1.03957	-0.057455	-0.630372	-1.31169	-2.29094	-0.3435	-1.97527	-1.313	0.313446	2
707	-0.775936	0.315085	-1.02621	-0.0180232	-0.218435	0.863868	1.87395	0.0242814	-0.25342	0.96519	-0.417892	2
708	0.409083	-0.974667	0.956938	-0.392625	0.0104195	1.27546	0.650367	0.0911508	-0.38587	1.14044	0.557225	3
709	1.00159	-0.776244	0.874307	1.48038	0.193503	0.511075	-0.19673	1.51212	-0.51832	-0.0862809	-0.417892	3
710	-0.775936	1.90247	-1.02621	-1.06296	-0.0811222	-1.31169	-0.949706	-0.193044	-0.319645	-0.261526	-1.06797	2
711	-0.894438	-0.280185	-0.778315	1.1255	0.0104195	0.922666	0.79155	1.32823	1.07108	-0.349149	-0.824192	2
712	1.5941	-0.0817616	0.791676	-0.944669	-0.49306	-0.25331	-0.243791	-0.811585	-0.584545	0.0889643	1.45108	3
713	1.5941	-0.0817616	0.791676	-0.944669	-0.49306	-0.25331	-0.243791	-0.811585	-0.584545	0.0889643	1.45108	3
714	-0.538932	0.315085	0.461152	0.218567	-0.264206	1.27546	1.7563	0.241607	0.872403	-0.524394	-0.417892	2
715	-1.01294	1.10878	-0.613053	-0.727794	-0.355747	0.21708	1.14451	-0.259913	1.46843	0.0889643	0.232186	3
716	-0.775936	-0.677032	-0.530422	-0.924953	-0.355747	0.334678	0.273879	-0.243196	1.99823	1.92904	-0.0115934	4
717	1.00159	1.40641	-0.199897	0.553737	0.101961	-0.7825	1.94454	0.960452	-0.849445	1.05281	-1.06797	3
718	0.172079	-0.0817616	0.626414	2.4366	-0.172664	-0.0769139	0.438593	2.0638	-1.51169	0.0889643	-1.14923	2
719	-0.775936	-0.677032	-0.530422	-0.924953	-0.355747	0.334678	0.273879	-0.243196	1.99823	1.92904	-0.0115934	4
720	0.646087	0.116662	1.37009	-0.905237	-0.172664	-0.018115	-0.267322	-0.109457	1.73333	0.0889643	-0.255373	4
721	-0.301928	0.116662	0.874307	0.514305	0.330815	1.56945	0.932733	0.943735	-1.11434	-0.349149	-1.31175	2
722	-1.01294	0.215874	0.874307	-0.964385	0.0104195	-1.19409	1.02685	0.174737	2.06445	0.264209	-0.0928532	2
723	0.0535775	0.315085	0.0479962	-0.944669	-0.630372	-0.723701	-0.243791	-0.778151	1.20353	-0.173903	0.963524	3
724	-0.301928	0.513509	-0.199897	-1.00382	-1.17962	-0.370908	-1.16148	-1.22952	0.475053	-0.436771	1.53234	5
725	1.12009	0.215874	0.543783	-0.905237	-0.813456	-0.723701	-0.384974	-0.878455	-0.319645	-0.874884	0.313446	4
726	-0.538932	1.10878	-1.02621	-1.02353	-0.218435	-0.018115	-0.0555474	-0.59426	-0.25342	-0.261526	-0.255373	2
727	-0.538932	-0.379397	-0.199897	-0.708078	-0.355747	0.334678	-0.573218	-0.828303	1.20353	1.49093	0.963524	4
728	0.172079	-0.677032	0.0479962	0.317146	0.513899	-0.958897	-0.879114	0.458932	-1.31302	0.877568	-0.905451	2
729	-0.538932	-1.17309	-0.199897	-0.215182	-0.126893	0.393477	0.438593	0.174737	1.07108	-0.173903	-0.0115934	2
730	-1.01294	0.513509	-0.530422	-1.1024	6.37257	-1.37049	1.16804	-0.544108	-0.452095	1.14044	-0.905451	2
731	-0.42043	-0.478608	-0.0346349	1.46067	-0.172664	-0.606103	0.015044	0.97717	1.07108	0.6147	-0.0928532	3
732	-0.775936	-0.280185	1.20483	0.711464	-0.0811222	2.51024	2.39162	0.843431	0.408829	-0.173903	-0.824192	3
733	2.30511	0.0174502	0.956938	-0.0771708	-1.08808	-1.25289	-2.1027	-0.209761	-1.18057	-1.40062	0.475966	4
734	-0.301928	-0.280185	-0.282528	1.57896	0.285045	0.275879	1.05039	1.32823	-1.11434	0.0889643	-1.14923	3
735	0.0535775	1.00957	-0.695684	0.672032	-0.264206	-0.429707	1.23863	1.02732	0.607503	1.05281	-1.06797	2
736	-0.538932	-0.280185	-0.282528	-0.17575	-0.355747	-1.19409	-0.220261	0.258324	-0.319645	0.00134171	-0.742932	3
737	-0.301928	-0.280185	-0.282528	1.57896	0.285045	0.275879	1.05039	1.32823	-1.11434	0.0889643	-1.14923	3
738	0.0535775	1.00957	-0.695684	0.672032	-0.264206	-0.429707	1.23863	1.02732	0.607503	1.05281	-1.06797	2
739	0.290581	-0.677032	-0.199897	-0.51092	-1.13385	0.275879	0.0856355	-0.627695	-0.120971	-0.874884	0.232186	4
740	-0.538932	-0.280185	-0.282528	-0.17575	-0.355747	-1.19409	-0.220261	0.258324	-0.319645	0.00134171	-0.742932	3
741	0.0535775	1.10878	0.543783	-0.353193	-1.08808	-1.78208	-2.80861	-0.84502	0.806178	-1.05013	1.69486	0
742	-1.24994	-0.776244	-0.282528	-0.964385	-0.676143	-0.841299	-1.91446	-0.962041	1.6671	0.527077	0.394706	3
743	0.172079	-0.776244	0.29589	-0.865805	-0.721914	-0.547305	-0.0555474	-0.276631	0.607503	1.05281	-0.255373	3
744	-1.13144	-0.180973	-0.695684	1.20436	-0.538831	0.158281	0.32094	1.22793	0.938628	-0.524394	-0.905451	2
745	0.646087	1.00957	-0.530422	0.218567	-0.218435	-0.664902	0.509184	0.442215	-0.120971	-0.524394	-0.417892	2
746	0.646087	-0.776244	10.9553	-0.84609	-1.08808	-0.0769139	-0.596749	-0.794868	0.475053	0.527077	1.36982	3
747	0.172079	-0.677032	0.0479962	0.415726	-0.584602	-0.25331	2.69752	0.425498	0.210154	0.6147	-0.0115934	3
748	0.409083	0.116662	0.543783	0.238283	-0.996539	1.21666	0.909202	-0.410369	-0.981894	-1.48824	0.801005	3
749	0.0535775	-0.974667	0.378521	0.336862	0.147732	0.511075	0.885672	0.592671	0.739953	0.439455	-0.580412	3
750	0.527585	0.215874	0.709045	0.188993	-0.950768	0.922666	0.862141	-0.410369	-0.981894	-1.48824	0.719745	3
751	0.409083	0.116662	0.543783	0.238283	-0.996539	1.21666	0.909202	-0.410369	-0.981894	-1.48824	0.801005	3
752	0.0535775	-0.776244	1.37009	0.711464	-0.447289	2.51024	0.673898	0.793279	-0.25342	0.527077	-0.255373	3
753	-0.183426	-0.776244	0.709045	1.5001	-0.355747	2.80423	0.509184	1.56228	-0.187196	0.0889643	-0.905451	3
754	0.172079	-0.677032	0.0479962	0.415726	-0.584602	-0.25331	2.69752	0.425498	0.210154	0.6147	-0.0115934	3
755	-1.13144	0.711932	1.1222	-0.826374	2.93975	-1.25289	-0.00848644	-0.276631	-0.65077	0.0889643	-1.14923	2
756	0.290581	0.0174502	0.874307	-0.905237	-0.630372	-0.194512	-0.737931	-1.1125	0.408829	-0.0862809	1.36982	4
757	-1.24994	-0.280185	-0.44779	0.928338	0.468128	0.569873	0.862141	1.17778	1.53465	-0.524394	-0.824192	2
758	-0.0649244	-0.57782	0.29589	1.73669	0.239274	1.92225	0.932733	1.7796	1.4022	3.15575	-0.986711	3
759	0.290581	-1.37151	0.543783	-1.02353	0.239274	1.15786	-0.0555474	-0.276631	0.739953	4.1196	-0.580412	4
760	0.290581	-1.47073	0.543783	-1.02353	0.0561903	1.09906	-0.102608	-0.276631	0.739953	4.20723	-0.580412	4
761	0.0535775	-0.974667	0.378521	0.336862	0.147732	0.511075	0.885672	0.592671	0.739953	0.439455	-0.580412	3
762	0.172079	-0.776244	0.378521	0.336862	0.193503	0.393477	0.81508	0.609388	0.739953	0.439455	-0.580412	3
763	-0.0649244	-0.379397	1.28746	2.54504	0.513899	1.15786	2.55634	2.18082	-1.24679	0.6147	-1.47427	2
764	-2.19796	1.60484	-2.43094	2.40703	-0.309976	0.158281	-0.243791	1.49541	1.20353	0.702322	-0.255373	3
765	-0.657434	0.215874	-0.44779	-0.274329	-0.172664	0.0406838	0.697428	0.341911	0.210154	1.75379	-0.824192	3
766	0.409083	-0.0817616	0.709045	-0.944669	0.193503	-0.018115	-0.0790779	-0.677847	-1.64414	-0.261526	0.394706	3
767	-0.183426	2.20011	2.4443	1.3818	1.47509	2.68663	2.34456	1.59571	-0.716995	-0.436771	-1.06797	2
768	-0.0649244	-0.776244	0.213258	-0.944669	-0.813456	-1.66448	-2.17329	-0.761433	0.143929	0.96519	0.313446	3
769	-0.183426	-1.66915	0.0479962	0.474873	-0.126893	0.334678	-0.596749	0.72641	1.53465	-0.787262	-0.986711	4
770	-0.183426	-1.66915	0.0479962	0.474873	-0.126893	0.334678	-0.596749	0.72641	1.53465	-0.787262	-0.986711	4
771	-0.0649244	-1.56994	-0.199897	-0.234898	-0.0353514	-0.370908	-0.432035	0.0577161	1.46843	-0.261526	-0.580412	4
772	-0.301928	-1.17309	1.94851	-1.04325	3.85517	1.33426	0.0385745	-0.443804	-0.452095	-0.874884	-0.986711	4
773	-0.301928	-0.677032	2.1964	-1.04325	4.08402	1.51065	0.132696	-0.443804	-0.452095	-0.874884	-0.986711	4
774	-0.894438	-0.0817616	-0.282528	2.03243	-0.309976	0.805069	0.79155	1.94678	1.4022	-0.349149	-0.905451	2
775	2.66062	-0.0817616	0.956938	0.829759	-0.49306	-0.429707	-0.337913	0.993887	0.0777041	-0.261526	-0.0928532	6
776	-0.538932	-0.528214	1.20483	-0.826374	3.16861	-0.370908	-0.808523	-0.744716	0.342604	0.789945	1.28856	3
777	1.7126	-1.37151	0.956938	-0.964385	-0.309976	-1.0177	-0.949706	-0.627695	-1.11434	0.6147	0.394706	3
778	0.409083	-0.478608	-1.19147	1.44095	0.285045	0.687471	1.37981	1.54556	-0.452095	0.351832	-1.23049	2
779	0.0535775	-0.57782	0.29589	1.69726	0.330815	1.39306	0.932733	1.72945	1.20353	2.89289	-0.824192	4
780	1.4756	-1.07388	0.874307	1.51981	0.330815	0.452276	0.156227	2.19754	0.607503	2.27953	-1.39301	5
781	-1.01294	1.15838	-2.76146	-0.984101	-0.172664	-1.66448	-1.96152	-0.895172	1.20353	-0.962507	0.557225	1
782	1.12009	0.116662	-0.943577	0.612884	0.468128	0.511075	1.7563	1.04404	-0.716995	1.05281	-0.986711	3
783	0.0535775	-0.57782	0.29589	1.69726	0.330815	1.39306	0.932733	1.72945	1.20353	2.89289	-0.824192	4
784	1.4756	-1.07388	0.874307	1.51981	0.330815	0.452276	0.156227	2.19754	0.607503	2.27953	-1.39301	5
785	0.409083	-0.478608	-1.19147	1.44095	0.285045	0.687471	1.37981	1.54556	-0.452095	0.351832	-1.23049	2
786	0.883091	0.215874	-0.530422	0.829759	-0.309976	-0.25331	-0.455566	1.37839	0.541278	-1.66349	-0.986711	3
787	1.00159	0.61272	-0.44779	0.908622	-0.264206	-0.25331	-0.502627	1.37839	0.541278	-1.75111	-1.06797	3
788	1.00159	0.61272	-0.44779	0.908622	-0.264206	-0.25331	-0.502627	1.37839	0.541278	-1.75111	-1.06797	3
789	-1.24994	0.61272	-1.43936	0.119988	-0.401518	-0.547305	-0.526157	0.291759	1.79955	-0.349149	-0.417892	4
790	0.883091	0.215874	-0.530422	0.829759	-0.309976	-0.25331	-0.455566	1.37839	0.541278	-1.66349	-0.986711	3
791	1.00159	0.61272	-0.44779	0.908622	-0.264206	-0.25331	-0.502627	1.37839	0.541278	-1.75111	-1.06797	3
792	-1.13144	-0.379397	-0.282528	-0.865805	-0.584602	-0.429707	-1.09089	-0.59426	1.33598	1.75379	0.313446	4
793	-0.538932	1.80326	-2.10041	-0.294045	0.0104195	-0.0769139	0.132696	0.141303	-0.584545	0.6147	-0.417892	2
794	-1.13144	-0.379397	-0.282528	-0.865805	-0.584602	-0.429707	-1.09089	-0.59426	1.33598	1.75379	0.313446	4
795	0.646087	0.414297	-0.530422	-0.984101	0.147732	0.158281	0.81508	-0.226479	-1.04812	0.264209	-0.986711	2
796	0.409083	0.315085	-0.613053	0.179135	0.193503	0.0994826	0.438593	0.743127	-0.65077	-0.524394	-1.23049	2
797	1.12009	1.40641	-0.860946	0.474873	0.376586	0.393477	1.80336	1.02732	-1.11434	0.789945	-1.06797	3
798	0.0535775	-0.379397	-0.0346349	1.20436	0.0104195	0.687471	0.344471	1.42854	0.607503	2.45477	-0.742932	3
799	-1.72395	-0.974667	-0.778315	-0.313761	-0.218435	-0.312109	-0.596749	0.141303	1.53465	-0.787262	-0.905451	3
800	-1.01294	-0.974667	-0.199897	-0.984101	-0.447289	-1.25289	-1.49091	-1.06235	1.00485	0.789945	0.475966	5
801	1.12009	-0.0817616	2.03114	0.948054	-0.447289	0.511075	0.532715	1.22793	-0.849445	-0.699639	-1.31175	3
802	-1.01294	0.0174502	1.28746	0.0805561	0.101961	1.51065	1.96807	0.425498	0.0114792	-0.173903	-0.986711	2
803	-0.0649244	1.10878	0.130627	1.02692	-0.0811222	1.27546	1.92101	1.24465	-0.78322	0.351832	-0.986711	2
804	-0.301928	-0.677032	-0.199897	0.987486	-0.309976	0.628672	0.626837	1.31152	1.46843	-0.436771	-0.580412	4
805	0.527585	0.414297	0.0479962	0.0411244	-0.630372	-0.664902	-0.620279	0.341911	0.210154	-0.261526	-0.580412	3
806	1.12009	-0.0817616	2.03114	0.948054	-0.447289	0.511075	0.532715	1.22793	-0.849445	-0.699639	-1.31175	3
807	-0.538932	0.315085	-0.613053	1.34237	0.0104195	1.27546	1.56806	1.16106	-0.120971	-0.699639	-0.742932	2
808	-0.775936	0.116662	-0.613053	1.32266	0.0104195	1.15786	1.54453	1.14434	-0.187196	-0.699639	-0.742932	3
809	-1.01294	1.10878	-1.35673	1.10578	0.0104195	1.74585	2.53281	1.1945	-0.25342	-0.962507	-1.23049	3
810	-0.775936	0.215874	-0.613053	1.3818	0.0104195	1.27546	1.59159	1.24465	-0.120971	-0.524394	-0.824192	3
811	-1.01294	0.0174502	1.28746	0.0805561	0.101961	1.51065	1.96807	0.425498	0.0114792	-0.173903	-0.986711	2
812	-1.01294	1.3072	-2.34831	-0.964385	0.788524	-1.07649	-0.432035	-0.276631	0.143929	0.6147	-1.06797	3
813	-0.538932	0.711932	-0.44779	-1.04325	0.422357	-1.54688	0.509184	0.0075641	1.53465	0.0889643	-1.14923	4
814	-0.42043	-0.180973	-0.117266	1.99299	-0.0353514	0.511075	0.650367	1.99693	1.26975	-0.261526	-0.824192	3
815	1.2386	0.711932	-0.778315	1.81555	1.20046	0.511075	2.13279	1.27808	-1.04812	0.877568	-0.0115934	3
816	-0.775936	0.215874	-1.35673	-0.708078	-0.264206	-0.664902	-0.314383	-0.0425879	-1.18057	-0.261526	-1.23049	2
817	1.83111	-0.974667	0.709045	-0.254614	-0.447289	-1.66448	-1.44385	-0.0425879	-0.187196	0.264209	0.963524	2
818	-0.301928	2.79538	-0.943577	0.494589	-0.538831	-0.488506	-0.126139	0.9103	0.0777041	0.176587	-1.14923	2
819	-0.775936	0.215874	-1.35673	-0.708078	-0.264206	-0.664902	-0.314383	-0.0425879	-1.18057	-0.261526	-1.23049	2
820	-0.301928	2.79538	-0.943577	0.494589	-0.538831	-0.488506	-0.126139	0.9103	0.0777041	0.176587	-1.14923	2
821	-0.301928	0.811144	-0.365159	-0.944669	-1.13385	-0.664902	-1.2556	-1.46356	1.46843	1.05281	1.53234	6
822	0.527585	3.73789	-1.10884	0.750895	1.15469	-0.429707	1.73277	1.02732	-1.51169	0.789945	-1.06797	3
823	-0.0649244	-0.974667	-1.02621	-0.195466	0.330815	-0.0769139	-0.808523	0.141303	0.739953	-0.524394	-0.905451	2
824	-0.183426	-0.875455	-0.860946	-0.0377391	0.0561903	0.0406838	-0.502627	0.15802	1.00485	-0.524394	-0.742932	3
825	1.83111	-0.974667	0.709045	-0.254614	-0.447289	-1.66448	-1.44385	-0.0425879	-0.187196	0.264209	0.963524	2
826	0.172079	-0.677032	0.29589	0.15942	-0.172664	0.0406838	0.673898	0.592671	0.475053	0.6147	-0.580412	3
827	-0.0649244	-0.280185	0.378521	0.336862	0.0104195	-0.664902	0.391532	0.525802	0.938628	0.877568	-0.255373	3
828	0.646087	-0.379397	0.213258	-0.865805	-0.676143	-0.488506	0.015044	-1.16265	0.607503	-0.0862809	1.6136	6
829	0.290581	-1.17309	0.213258	0.849475	-0.0811222	-0.900098	-1.13795	0.626106	-0.187196	-0.436771	0.313446	4
830	0.290581	-1.17309	0.213258	-1.02353	-0.126893	-0.841299	-1.13795	-0.510673	-0.187196	-0.612016	0.394706	4
831	0.527585	-0.726638	-0.199897	-0.924953	0.651211	-0.0769139	-0.66734	0.759844	3.5214	1.75379	-0.0115934	3
832	0.646087	-1.07388	0.543783	-0.17575	-0.401518	-0.0769139	0.532715	-0.176327	-0.915669	1.14044	0.801005	1
833	0.527585	0.215874	0.0479962	-0.727794	-0.0811222	-0.0769139	-0.714401	-0.995476	1.1373	0.351832	1.85738	5
834	0.0535775	-0.280185	0.0479962	-1.00382	-0.49306	-0.488506	-1.32619	-1.19608	-0.0547457	-0.436771	1.36982	3
835	0.527585	-0.726638	-0.199897	-0.924953	0.651211	-0.0769139	-0.66734	0.759844	3.5214	1.75379	-0.0115934	3
836	0.764589	1.40641	0.0479962	-0.412341	-0.264206	-0.0769139	-0.714401	-0.828303	-0.319645	-0.349149	1.85738	5
837	0.527585	-0.280185	0.213258	-0.84609	-0.538831	-0.312109	0.909202	-1.06235	0.408829	-0.787262	1.12604	5
838	0.527585	-0.280185	0.213258	-0.84609	-0.538831	-0.312109	0.909202	-1.06235	0.408829	-0.787262	1.12604	5
839	0.527585	-0.280185	0.213258	-0.84609	-0.538831	-0.312109	0.909202	-1.06235	0.408829	-0.787262	1.12604	5
840	0.764589	0.61272	0.130627	-0.0771708	-0.538831	-1.37049	-0.290852	-0.544108	-0.187196	-0.874884	1.2073	4
841	0.883091	0.513509	0.130627	-0.0180232	-0.447289	-1.37049	-0.290852	-0.544108	-0.187196	-0.874884	1.2073	4
842	2.18661	-0.478608	-0.117266	1.3818	-0.0811222	-0.018115	0.720959	1.91334	-0.452095	-0.173903	-1.39301	4
843	2.18661	-0.478608	-0.117266	1.3818	-0.0811222	-0.018115	0.720959	1.91334	-0.452095	-0.173903	-1.39301	4
844	0.0535775	-0.875455	0.130627	-0.924953	-0.447289	-0.135713	-0.879114	-0.293348	0.143929	0.439455	0.232186	4
845	0.527585	-0.677032	-0.365159	-0.944669	-0.538831	-0.370908	-0.479096	-0.778151	0.739953	0.0889643	0.394706	5
846	0.527585	-0.677032	-0.365159	-0.944669	-0.538831	-0.370908	-0.479096	-0.778151	0.739953	0.0889643	0.394706	5
847	-0.301928	-0.57782	0.29589	1.77612	-0.49306	1.56945	0.344471	1.47869	-1.11434	-0.787262	-0.986711	2
848	2.77912	0.61272	-0.530422	-1.02353	-0.904997	-1.07649	-1.53797	-0.644412	-0.716995	-0.874884	0.232186	2
849	2.18661	-0.478608	-0.117266	1.3818	-0.0811222	-0.018115	0.720959	1.91334	-0.452095	-0.173903	-1.39301	4
850	-1.01294	-0.776244	-0.778315	-0.905237	-0.721914	-0.312109	-0.784992	-1.04563	0.806178	-0.173903	0.801005	3
851	0.0535775	-0.875455	0.130627	-0.924953	-0.447289	-0.135713	-0.879114	-0.293348	0.143929	0.439455	0.232186	4
852	1.5941	1.00957	1.28746	1.42123	-0.172664	1.33426	0.650367	1.51212	-0.584545	0.439455	-0.905451	2
853	0.0535775	-0.974667	0.213258	-1.00382	-0.447289	0.275879	-0.502627	-0.209761	0.541278	4.03198	-0.824192	4
854	1.00159	0.61272	2.03114	0.928338	-0.309976	0.334678	0.29741	1.26136	-0.849445	0.00134171	-1.55553	2
855	0.0535775	-0.974667	0.213258	-1.00382	-0.447289	0.275879	-0.502627	-0.209761	0.541278	4.03198	-0.824192	4
856	0.646087	-0.776244	0.130627	-0.84609	-0.355747	-0.312109	-0.526157	0.291759	1.99823	2.45477	-0.174113	4
857	1.5941	1.00957	1.28746	1.42123	-0.172664	1.33426	0.650367	1.51212	-0.584545	0.439455	-0.905451	2
858	1.5941	1.20799	1.20483	1.44095	-0.172664	1.39306	0.720959	1.52884	-0.584545	0.264209	-0.905451	2
859	-0.183426	-0.57782	0.461152	0.750895	-0.355747	1.45186	0.250349	1.07747	-0.120971	0.439455	-0.417892	4
860	-0.301928	0.215874	-0.282528	-0.313761	5.686	1.45186	0.650367	0.191455	-0.0547457	-0.173903	-0.905451	2
861	1.4756	-0.0817616	0.130627	-0.924953	-0.721914	0.158281	-0.832053	-0.493956	0.210154	1.22806	-0.0928532	5
862	0.527585	-0.280185	0.709045	1.53953	-0.218435	1.27546	1.02685	1.86319	0.673728	2.27953	-1.14923	4
863	-2.43496	0.61272	-2.76146	0.0214085	-0.813456	-0.135713	0.579776	-0.0425879	1.1373	1.05281	-0.499152	3
864	-0.775936	0.0174502	-0.0346349	-0.924953	-0.767685	-0.664902	-0.643809	-1.34654	0.342604	0.0889643	1.28856	3
865	-2.43496	0.513509	-2.76146	0.0214085	-0.813456	-0.0769139	0.579776	-0.109457	1.07108	1.05281	-0.499152	2
866	-0.894438	-0.0817616	-0.0346349	-0.826374	-1.13385	-0.547305	-0.502627	-1.81463	-0.452095	-1.66349	1.6136	3
867	0.0535775	-0.974667	0.213258	-1.00382	-0.447289	0.275879	-0.502627	-0.209761	0.541278	4.03198	-0.824192	4
868	1.12009	-0.974667	1.03957	1.22408	-0.172664	0.334678	0.109166	1.99693	0.342604	2.36715	-1.63679	5
869	0.527585	0.0174502	0.709045	1.57896	-0.264206	0.805069	0.81508	1.79632	0.607503	2.89289	-1.23049	4
870	0.527585	-0.379397	-0.365159	-1.02353	-0.401518	0.0994826	-0.973236	-0.477239	0.0114792	1.84142	-0.336633	3
871	-1.01294	1.70405	2.60956	0.652316	1.56663	-1.42929	0.485654	0.525802	-0.981894	-0.0862809	-0.905451	2
872	1.00159	0.61272	2.03114	0.928338	-0.309976	0.334678	0.29741	1.26136	-0.849445	0.00134171	-1.55553	2
873	-0.657434	-0.180973	-1.02621	-0.471488	-0.721914	-0.664902	-0.314383	-0.84502	-0.849445	-1.313	0.150926	3
874	4.08264	-1.07388	1.1222	-0.984101	-0.401518	-1.78208	-2.47919	-0.0425879	-1.97527	-1.83873	-0.742932	0
875	1.00159	-1.2723	-0.365159	-1.00382	-0.767685	-1.48809	-1.74974	-0.276631	1.07108	-0.874884	-0.336633	2
