	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	clase
243	-1.25394	2.24707	-2.34969	0.470364	-0.699357	1.33741	0.449102	1.04646	1.5635	-1.01499	0.4606	1.02657	2.3337	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	1
244	1.13149	-0.738298	1.34334	-0.733065	-0.699357	-0.3178	-0.963168	-0.765594	-1.29308	-0.751266	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
245	1.13149	-0.738298	-1.42644	0.0456241	0.566448	-0.3178	-0.963168	0.140434	-1.29308	-0.047998	0.4606	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
246	1.13149	0.256825	-0.503176	-0.69767	-0.699357	0.509805	0.449102	-1.67162	-1.29308	-0.927083	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
247	1.13149	-0.738298	1.34334	-0.91004	-0.699357	1.33741	0.449102	1.04646	-1.29308	1.44645	0.4606	2.7577	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
248	1.13149	-1.23586	-2.34969	-0.733065	-0.0664547	-0.3178	0.449102	-1.67162	1.5635	-0.047998	-2.37386	-0.704573	-0.428075	-0.822906	5.09912	1.80838	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	0
249	0.336345	0.256825	-0.503176	-0.4853	-0.699357	-0.3178	0.449102	-0.765594	-1.29308	-0.839174	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
250	1.13149	-0.240737	-0.503176	-1.01622	-0.699357	-1.97301	-0.963168	1.04646	-1.29308	-1.19081	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	-3.12137	4.83393	2.14056	-1.57538	-0.149908	-0.49975	0.765973	1
251	-1.25394	-1.23586	1.34334	-0.91004	1.19935	0.509805	-0.963168	1.04646	-1.29308	0.303636	0.4606	1.02657	-0.428075	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
252	0.336345	-0.738298	-0.503176	-0.343721	-0.699357	-0.3178	-0.963168	-0.765594	0.611307	0.918995	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
253	-0.458797	0.754386	-0.503176	-0.379115	-0.699357	-0.3178	-0.963168	-0.765594	1.5635	-1.01499	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
254	1.13149	0.256825	0.420083	0.328784	-0.0664547	-0.3178	0.449102	0.140434	-0.340885	-0.047998	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
255	-0.458797	-0.987079	-0.503176	-0.449905	1.83225	0.509805	0.449102	-1.67162	0.611307	-1.01499	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
256	-0.458797	3.24219	0.420083	1.46142	1.83225	-0.3178	0.449102	-1.67162	-1.29308	-0.751266	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
257	1.13149	0.256825	1.34334	-0.202141	-0.699357	-0.3178	0.449102	-0.765594	-1.29308	-0.047998	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
258	-1.25394	-0.738298	-1.42644	-0.41451	-0.699357	-0.3178	-2.37544	-1.67162	1.5635	-0.575449	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	1
259	1.13149	-0.489517	-0.503176	0.187204	-0.0664547	-1.1454	-0.963168	1.04646	0.611307	-1.1029	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
260	1.13149	-0.821225	1.34334	-0.733065	-0.0664547	-1.97301	-0.963168	1.04646	-1.29308	1.88599	0.4606	2.7577	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
261	-1.25394	-0.738298	-0.503176	-0.55609	-0.699357	-0.3178	0.449102	-0.765594	-1.29308	-0.751266	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
262	-1.25394	0.256825	-0.503176	-0.591485	-0.699357	1.33741	-0.963168	1.04646	0.611307	1.71017	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
263	-1.25394	-0.240737	1.34334	0.718128	-0.699357	1.33741	0.449102	1.04646	1.5635	0.0399104	0.4606	2.7577	-0.428075	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
264	1.13149	-0.738298	1.34334	-0.202141	-0.699357	1.33741	-0.963168	1.04646	1.5635	1.88599	-2.37386	2.7577	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	1.999	-1.30422	0
265	1.13149	-0.904152	1.34334	-0.733065	-0.699357	1.33741	0.449102	1.04646	-1.29308	-0.311723	0.4606	1.02657	2.3337	-0.822906	5.09912	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
266	-0.458797	-0.489517	-0.503176	-0.874645	-0.699357	1.33741	0.449102	0.140434	0.611307	0.127819	0.4606	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
267	1.13149	1.25195	1.34334	1.07208	1.83225	1.33741	0.449102	1.04646	-1.29308	0.0399104	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
268	1.13149	0.256825	-0.503176	-0.62688	-0.699357	-1.1454	-0.963168	0.140434	0.611307	0.215727	-0.956631	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
269	-1.25394	-0.572444	-0.503176	2.02774	-0.699357	1.33741	-2.37544	1.04646	-0.340885	0.831087	0.4606	-0.704573	-0.428075	1.21399	5.09912	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	1
270	1.13149	0.256825	-0.503176	-0.803855	1.83225	1.33741	0.449102	-0.765594	0.611307	-0.927083	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
271	1.13149	-0.240737	-0.503176	-0.202141	1.83225	0.509805	0.449102	0.140434	-0.340885	-0.311723	0.4606	-0.704573	-0.428075	-0.822906	5.09912	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
272	1.13149	-0.738298	1.34334	-0.662275	0.566448	0.509805	-0.963168	1.04646	0.611307	0.127819	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	0
273	-0.458797	2.24707	-1.42644	3.16038	1.83225	-1.97301	0.449102	1.04646	1.5635	0.0399104	0.4606	-0.704573	-0.428075	1.21399	-0.195916	1.80838	-0.338692	-3.12137	4.83393	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
274	-0.458797	2.24707	-0.503176	-0.0605608	-0.699357	0.509805	0.449102	1.04646	-1.29308	-0.663357	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
275	-1.25394	0.754386	-0.503176	3.08959	-0.699357	-1.1454	-2.37544	-1.67162	1.5635	-0.135906	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	1
276	1.13149	-0.987079	-0.503176	-0.202141	-0.699357	-0.3178	0.449102	-0.765594	-1.29308	-0.311723	0.4606	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
277	1.13149	-0.240737	1.34334	-0.308326	-0.699357	-0.3178	-0.963168	-0.765594	0.611307	-0.839174	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
278	-1.25394	-0.738298	-0.503176	-0.69767	1.83225	1.33741	-2.37544	1.04646	-0.340885	1.18272	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
279	1.13149	-1.23586	-0.503176	0.470364	-0.699357	-1.1454	-0.963168	1.04646	-0.340885	-0.311723	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
280	1.13149	0.256825	-0.503176	-0.4853	-0.0664547	-0.3178	0.449102	1.04646	0.611307	-0.575449	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	-1.30422	0
281	1.13149	-0.489517	1.34334	0.0456241	1.19935	1.33741	0.449102	1.04646	1.5635	-1.1029	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	0
282	1.13149	-0.738298	-0.503176	-0.591485	-0.699357	-0.3178	0.449102	-0.765594	-1.29308	1.27063	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
283	0.336345	-0.240737	-1.42644	-0.662275	1.83225	0.509805	0.449102	1.04646	0.611307	1.18272	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
284	1.13149	-0.489517	1.34334	-0.62688	1.83225	1.33741	0.449102	1.04646	-0.340885	2.41344	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
285	-0.458797	0.256825	1.34334	0.222599	-0.0664547	-1.1454	-2.37544	-0.765594	0.611307	0.127819	0.4606	-0.704573	-0.428075	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
286	-1.25394	2.16414	-0.503176	2.62946	-0.699357	-1.1454	-0.963168	-1.67162	-1.29308	-0.047998	0.4606	-0.704573	-0.428075	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
287	-1.25394	2.24707	-0.503176	0.541154	-0.699357	0.509805	0.449102	0.140434	-0.340885	-0.839174	0.4606	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
288	-0.458797	2.24707	0.420083	1.53221	-0.0664547	-1.97301	0.449102	1.04646	1.5635	-0.399632	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
289	-0.458797	-0.738298	-0.503176	-0.76846	-0.699357	-0.3178	-0.963168	1.04646	-1.29308	1.18272	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
290	-1.25394	0.256825	0.420083	-0.803855	-0.699357	-1.1454	1.86137	1.04646	-1.29308	1.09481	-0.956631	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
291	1.13149	-0.738298	-0.503176	-0.76846	-0.699357	-0.3178	1.86137	-0.765594	-1.29308	-0.839174	0.4606	-0.704573	-0.428075	1.21399	5.09912	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
292	-0.458797	1.25195	-0.503176	2.16932	-0.699357	-1.1454	1.86137	1.04646	0.611307	-0.663357	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	-1.30422	1
293	-1.25394	0.256825	1.34334	1.10747	-0.699357	1.33741	-0.963168	1.04646	1.5635	0.743178	0.4606	1.02657	2.3337	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
294	0.336345	1.74951	1.34334	0.541154	-0.699357	1.33741	0.449102	1.04646	1.5635	1.79808	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	0
295	1.13149	2.24707	1.34334	1.53221	1.83225	1.33741	-2.37544	-0.765594	0.611307	0.918995	-2.37386	1.02657	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	0
296	-0.458797	2.24707	-0.503176	2.38169	-0.699357	-1.1454	-0.963168	-0.765594	0.611307	-0.839174	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
297	1.13149	-0.738298	-0.503176	0.505759	1.83225	-1.1454	-0.963168	1.04646	0.611307	-1.36663	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	0
298	1.13149	-0.904152	-0.503176	-0.69767	1.83225	1.33741	0.449102	-0.765594	-0.340885	0.831087	0.4606	-0.704573	-0.428075	-0.822906	5.09912	1.80838	-0.338692	-3.12137	4.83393	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
299	1.13149	-0.240737	-0.503176	-0.272931	-0.699357	-0.3178	0.449102	1.04646	-1.29308	0.65527	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
300	-0.458797	0.00804391	1.34334	-0.202141	1.19935	0.509805	0.449102	-0.765594	0.611307	-0.311723	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
301	1.13149	-1.23586	-0.503176	-0.91004	-0.699357	-1.97301	-0.963168	1.04646	-1.29308	1.62226	0.4606	-0.704573	-0.428075	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	6.66409	-0.49975	-1.30422	0
302	-0.458797	1.25195	-2.34969	0.187204	-0.699357	-0.3178	-0.963168	-1.67162	0.611307	0.567361	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
303	0.336345	0.256825	1.34334	-0.69767	1.83225	0.509805	0.449102	-0.765594	-1.29308	0.127819	-2.37386	1.02657	2.3337	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	1
304	-1.25394	-0.904152	1.34334	-0.803855	-0.699357	0.509805	0.449102	0.140434	-0.340885	1.18272	0.4606	1.02657	-0.428075	1.21399	-0.195916	1.80838	-0.338692	-3.12137	4.83393	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
305	1.13149	2.24707	1.34334	2.41709	0.566448	-0.3178	0.449102	-0.765594	1.5635	0.743178	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	1
306	1.13149	-1.23586	-0.503176	-0.62688	1.19935	-0.3178	-2.37544	-0.765594	-1.29308	-0.223815	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
307	1.13149	0.754386	-0.503176	0.541154	1.83225	0.509805	-0.963168	1.04646	-0.340885	-1.01499	-0.956631	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	2.14056	-1.57538	-0.149908	1.999	-1.30422	0
308	-1.25394	-0.738298	-0.503176	-0.91004	-0.0664547	-1.1454	1.86137	0.140434	1.5635	-0.223815	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	1
309	-0.458797	-1.07001	-0.503176	-0.733065	-0.699357	-0.3178	-0.963168	1.04646	-1.29308	-1.01499	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
310	-0.458797	-0.987079	-0.503176	-1.05162	-0.699357	-0.3178	1.86137	1.04646	-1.29308	-1.19081	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	1.999	-1.30422	0
311	-0.458797	2.24707	-0.503176	0.753523	1.83225	-1.97301	0.449102	1.04646	1.5635	0.391544	-2.37386	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	6.66409	-0.49975	-1.30422	0
312	1.13149	0.256825	-0.503176	0.788918	-0.0664547	-0.3178	0.449102	-1.67162	0.611307	-0.927083	-0.956631	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
313	0.336345	0.256825	-0.503176	0.151809	-0.699357	-1.1454	-0.963168	1.04646	0.611307	-0.839174	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
314	-0.458797	-0.738298	-0.503176	-0.91004	-0.699357	0.509805	1.86137	0.140434	0.611307	-0.927083	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	1
315	0.336345	-1.40171	-0.503176	-0.62688	1.83225	-1.1454	0.449102	-0.765594	-1.29308	-0.575449	0.4606	-0.704573	2.3337	-0.822906	5.09912	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
316	-1.25394	1.25195	-1.42644	-0.202141	-0.699357	1.33741	0.449102	1.04646	0.611307	-0.399632	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
317	-1.25394	-0.738298	-0.503176	-0.91004	-0.699357	-0.3178	0.449102	0.140434	-0.340885	0.215727	0.4606	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
318	-0.458797	0.256825	-0.503176	0.399574	1.83225	-0.3178	-0.963168	1.04646	-0.340885	1.09481	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
319	1.13149	-0.738298	1.34334	-0.91004	-0.699357	-0.3178	0.449102	-0.765594	0.611307	-0.311723	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
320	-1.25394	-0.489517	0.420083	0.116414	-0.699357	1.33741	-0.963168	1.04646	-0.340885	-0.751266	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
321	-0.458797	0.754386	1.34334	0.328784	-0.699357	-1.97301	1.86137	-0.765594	0.611307	-0.663357	0.4606	1.02657	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	1
322	-1.25394	0.256825	-0.503176	-0.4853	-0.699357	-1.1454	-2.37544	0.140434	-0.340885	-0.311723	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
323	-1.25394	0.256825	-0.503176	-0.131351	-0.699357	0.509805	0.449102	-1.67162	1.5635	-0.135906	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
324	-1.25394	-0.240737	-0.503176	-0.202141	1.19935	-0.3178	0.449102	-0.765594	0.611307	-0.663357	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
325	1.13149	-0.240737	1.34334	-0.803855	-0.699357	-0.3178	-0.963168	0.140434	-1.29308	0.0399104	0.4606	1.02657	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
326	-1.25394	-1.07001	1.34334	0.0456241	-0.699357	0.509805	0.449102	1.04646	-1.29308	0.303636	0.4606	1.02657	-0.428075	-0.822906	5.09912	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
327	1.13149	-0.738298	1.34334	0.895103	1.83225	1.33741	0.449102	1.04646	-0.340885	1.18272	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	0
328	1.13149	0.256825	-0.503176	-0.62688	1.19935	0.509805	-0.963168	0.140434	0.611307	-0.135906	0.4606	-0.704573	2.3337	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
329	0.336345	1.25195	-0.503176	0.434969	-0.699357	1.33741	0.449102	-0.765594	0.611307	-0.399632	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
330	-0.458797	-1.23586	-0.503176	-0.76846	-0.699357	1.33741	0.449102	1.04646	0.611307	-0.663357	0.4606	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
331	-1.25394	0.256825	1.34334	1.17826	-0.699357	-1.97301	0.449102	1.04646	1.5635	3.46834	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
332	1.13149	-0.240737	1.34334	-0.4853	-0.0664547	-0.3178	-0.963168	-0.765594	-1.29308	-0.48754	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
333	-0.458797	3.24219	-0.503176	1.46142	-0.0664547	-1.1454	-0.963168	-0.765594	-0.340885	-1.01499	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	1
334	1.13149	2.24707	1.34334	2.94801	-0.0664547	-0.3178	-0.963168	1.04646	0.611307	-1.01499	-2.37386	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	2.14056	-1.57538	-0.149908	1.999	-1.30422	1
335	-1.25394	0.256825	-2.34969	0.293389	-0.699357	1.33741	0.449102	1.04646	1.5635	-1.1029	-2.37386	1.02657	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	1
336	-1.25394	-1.23586	1.34334	0.0456241	-0.699357	-0.3178	-2.37544	1.04646	-1.29308	0.743178	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	-1.30422	1
337	-0.458797	-0.655371	-0.503176	-0.41451	-0.699357	-1.1454	-0.963168	1.04646	-0.340885	-1.1029	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
338	-1.25394	-0.489517	-0.503176	-0.69767	1.83225	-0.3178	-0.963168	-0.765594	0.611307	-1.01499	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	1
339	-1.25394	0.256825	-0.503176	0.328784	-0.699357	-0.3178	0.449102	1.04646	-0.340885	-0.663357	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
340	-0.458797	-0.904152	-0.503176	-0.62688	-0.699357	-0.3178	-2.37544	-0.765594	0.611307	-0.399632	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
341	-0.458797	0.256825	1.34334	0.859708	-0.699357	-1.1454	-0.963168	1.04646	1.5635	-1.01499	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	0
342	-1.25394	0.00804391	-0.503176	0.116414	-0.699357	0.509805	-0.963168	1.04646	0.611307	-0.839174	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	1.999	-1.30422	0
