	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	clase
170	-1.10925	1.13622	-1.78269	-0.372622	-0.347713	-0.627042	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.371833	-0.123296	-0.894654	1
171	-0.328871	-0.654604	0.542556	-0.101123	-0.347713	-0.0667578	0.953958	-0.86357	-0.493529	-0.918529	-3.10892	1.06869	-0.195272	-0.894654	0
172	-1.06706	0.902195	-1.78269	0.170375	-0.347713	-0.365576	0.953958	1.15631	0.329019	1.08712	0.237655	-0.604176	-0.0993043	1.11613	0
173	-0.750696	-0.805262	0.542556	-1.18712	-0.347713	-0.190767	-1.04674	1.15631	-0.287892	1.08712	0.237655	1.25457	-0.193544	-0.894654	1
174	2.60956	1.60527	-1.78269	0.170375	1.66	0.829698	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.418302	-0.195272	-0.894654	1
175	-0.680673	0.851976	0.542556	0.98487	-0.347713	1.87556	0.953958	1.15631	0.534656	1.08712	0.237655	-0.371833	-0.195272	1.11613	0
176	0.310614	-0.320143	0.542556	1.79936	1.66	0.456175	0.953958	-0.86357	-0.493529	1.08712	0.237655	2.88097	-0.195272	-0.894654	1
177	2.13121	-0.102191	-1.78269	-1.73011	-1.8535	0.829698	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-1.06886	-0.194504	-0.894654	0
178	1.83593	-0.922775	0.542556	-1.73011	-1.8535	-0.664395	-1.04674	-0.86357	-0.493529	1.08712	-3.10892	-0.70873	-0.190089	-0.894654	0
179	0.810055	-0.144375	0.542556	1.52787	1.66	1.42733	0.953958	1.15631	1.15157	-0.918529	0.237655	0.789882	-0.195272	1.11613	1
180	0.894419	0.0565018	0.542556	0.98487	1.66	3.14554	0.953958	-0.86357	-0.493529	1.08712	0.237655	-0.534473	-0.195272	1.11613	1
181	0.810055	-0.704823	-1.78269	0.441873	-0.347713	-0.58969	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-1.06886	-0.157844	-0.894654	1
182	0.184067	-0.805262	0.542556	-0.915618	0.154216	-0.365576	0.953958	1.15631	0.123382	1.08712	0.237655	0.162556	-0.195272	-0.894654	0
183	-0.497601	1.55505	0.542556	1.52787	-0.347713	-0.302824	0.953958	1.15631	13.2841	1.08712	0.237655	-0.255661	-0.145753	1.11613	1
184	-0.61065	0.374892	-1.78269	-1.45861	-0.347713	0.979107	0.953958	-0.86357	-0.493529	1.08712	-3.10892	-0.488004	-0.195272	1.11613	1
185	-0.695015	1.37928	-1.78269	0.441873	-0.347713	-0.414881	0.953958	-0.86357	-0.493529	1.08712	0.237655	-0.13949	-0.137691	1.11613	1
186	-0.0757768	-0.453727	0.542556	1.52787	1.66	0.00794684	-1.04674	-0.86357	-0.493529	1.08712	-3.10892	0.906053	-0.195272	-0.894654	1
187	0.472595	-0.152411	0.542556	0.170375	0.154216	0.829698	0.953958	-0.86357	-0.493529	1.08712	-3.10892	0.557539	-0.195272	-0.894654	1
188	-0.44867	-0.646569	0.542556	0.441873	-0.347713	-0.627042	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.488004	-0.195272	-0.894654	1
189	-0.153392	-0.822336	0.542556	0.441873	-0.347713	-0.58969	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.67371	-0.195272	-0.894654	0
190	-0.722855	-0.58731	0.542556	-0.64412	-0.849641	-0.664395	-1.04674	1.15631	-0.287892	-0.918529	0.237655	0.092853	-0.185099	-0.894654	0
191	-1.20795	-0.353288	0.542556	-0.915618	-0.347713	-0.652442	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.13949	-0.187594	-0.894654	1
192	-0.195575	2.01506	0.542556	-0.372622	-0.347713	0.84165	0.953958	1.15631	0.534656	1.08712	0.237655	-0.0930214	-0.195272	1.11613	1
193	-0.252099	-0.244814	0.542556	-1.18712	0.154216	-0.514985	0.953958	-0.86357	-0.493529	1.08712	0.237655	-0.0755957	-0.195272	-0.894654	0
194	0.25409	-0.95592	0.542556	0.170375	-0.347713	-0.664395	-1.04674	-0.86357	-0.493529	-0.918529	3.58423	-8.41822e-05	-0.195272	-0.894654	1
195	-0.687422	-0.838407	0.542556	0.170375	1.66	-0.638995	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.0233185	-0.195272	-0.894654	1
196	-0.554126	1.30395	0.542556	0.170375	-0.347713	0.0826515	0.953958	1.15631	3.0023	-0.918529	0.237655	0.092853	0.0365856	1.11613	1
197	-1.08141	0.55066	0.542556	0.98487	-0.347713	0.145403	0.953958	1.15631	0.534656	-0.918529	0.237655	-8.41822e-05	4.93438	1.11613	0
198	-1.2223	-0.9057	0.542556	0.98487	-0.347713	-0.564291	-1.04674	1.15631	0.329019	-0.918529	0.237655	-0.13949	-0.193736	-0.894654	1
199	-1.30666	-0.888626	0.542556	-1.73011	-1.8535	-0.664395	-1.04674	1.15631	-0.287892	-0.918529	0.237655	-0.13949	-0.171088	-0.894654	0
200	0.114044	-0.453727	0.542556	-0.372622	-0.347713	-0.141462	-1.04674	1.15631	-0.0822548	1.08712	0.237655	3.11331	-0.195272	-0.894654	1
201	-0.94811	1.05285	0.542556	0.170375	1.66	-0.365576	0.953958	1.15631	0.329019	-0.918529	0.237655	-0.778433	0.0859128	1.11613	0
202	-0.828312	-0.604384	-1.78269	-0.64412	-0.849641	-0.664395	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.13949	-0.195272	-0.894654	0
203	0.135135	-0.747007	0.542556	1.25637	1.66	1.27793	0.953958	-0.86357	-0.493529	1.08712	0.237655	-0.116256	5.80941	1.11613	1
204	-0.526285	-0.537091	0.542556	0.170375	1.66	0.157356	0.953958	-0.86357	-0.493529	1.08712	0.237655	1.02222	-0.19508	-0.894654	0
205	-0.575217	-0.353288	0.542556	0.98487	1.66	-0.116063	0.953958	1.15631	3.41357	-0.918529	0.237655	-1.06886	-0.0993043	1.11613	0
206	-0.0622784	-0.95592	0.542556	0.441873	-0.347713	-0.290872	0.953958	1.15631	-0.287892	-0.918529	0.237655	0.10447	-0.195272	1.11613	1
207	-0.912676	0.0655413	-1.78269	-0.64412	-0.347713	-0.577737	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.255661	-0.159956	-0.894654	1
208	0.739188	0.676208	-1.78269	-0.915618	-0.347713	-0.61509	-1.04674	1.15631	-0.0822548	-0.918529	0.237655	-8.41822e-05	-0.191817	-0.894654	0
209	-0.181233	-0.704823	0.542556	0.170375	1.66	-0.58969	-1.04674	1.15631	-0.0822548	1.08712	0.237655	1.25457	-0.174543	-0.894654	1
210	0.788963	-0.855481	-1.78269	-0.101123	-0.347713	-0.514985	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.313747	-0.195272	-0.894654	1
211	-0.174484	-0.863516	0.542556	-0.915618	-0.347713	-0.503033	0.953958	1.15631	0.329019	-0.918529	0.237655	1.1384	-0.0993043	1.11613	0
212	1.92789	-0.855481	-1.78269	-0.915618	1.66	0.518926	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.0233185	-0.135004	1.11613	1
213	0.205158	0.148905	-1.78269	0.170375	-0.347713	-0.216167	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.720347	-0.195272	-0.894654	1
214	-0.554126	1.45461	0.542556	-0.915618	-0.347713	0.00794684	0.953958	1.15631	-0.0822548	1.08712	0.237655	-0.371833	-0.194312	-0.894654	1
215	-0.420829	-0.445691	-1.78269	-1.73011	-1.8535	-0.664395	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.0233185	-0.183756	-0.894654	0
216	0.127543	-0.0268622	0.542556	0.98487	1.66	-0.178815	0.953958	1.15631	-0.0822548	-0.918529	0.237655	-1.06886	-0.195272	1.11613	0
217	0.177318	-0.52102	0.542556	0.170375	-0.347713	-0.216167	-1.04674	-0.86357	-0.493529	-0.918529	3.58423	-0.371833	-0.195272	-0.894654	1
218	0.38823	0.148905	0.542556	-1.18712	0.154216	0.829698	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	0.150939	-0.0634125	-0.894654	1
219	-1.01813	-0.897665	0.542556	-0.915618	-0.347713	-0.577737	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	0.557539	-0.125407	-0.894654	1
220	-0.624149	-0.780152	0.542556	0.98487	-0.347713	0.717641	0.953958	1.15631	-0.0822548	1.08712	0.237655	1.9516	0.188598	1.11613	1
221	-0.0901188	0.349783	0.542556	0.170375	0.154216	0.530879	0.953958	1.15631	0.94593	1.08712	0.237655	-1.06886	0.393008	1.11613	0
222	-0.97595	0.450221	0.542556	0.170375	-0.347713	-0.514985	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-1.06886	-0.195272	-0.894654	1
223	-0.526285	-0.839411	0.542556	0.170375	-0.347713	-0.577737	0.953958	1.15631	0.94593	1.08712	0.237655	-0.511239	0.788202	1.11613	1
224	-0.167735	-0.00175258	0.542556	-0.101123	-0.347713	-0.0667578	-1.04674	1.15631	-0.287892	1.08712	0.237655	1.60308	-0.18222	-0.894654	1
225	0.978784	-0.503946	0.542556	-1.18712	0.154216	-0.440281	0.953958	-0.86357	-0.493529	-0.918529	0.237655	2.18394	-0.195272	-0.894654	1
226	-0.237757	-0.721898	0.542556	-0.915618	-0.347713	-0.514985	0.953958	-0.86357	-0.493529	-0.918529	-3.10892	0.557539	-0.195272	-0.894654	1
227	0.000151612	-0.353288	-1.78269	-1.18712	0.154216	1.42733	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-1.06886	-0.19508	-0.894654	1
228	-0.954859	1.04482	0.542556	0.713372	-1.35157	-0.664395	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-1.06886	-0.195272	1.11613	1
229	1.13317	0.751537	0.542556	1.52787	1.66	3.51906	0.953958	1.15631	-0.287892	1.08712	0.237655	-0.557707	0.188598	1.11613	1
230	-0.737197	-0.495911	0.542556	0.98487	1.66	0.0198996	0.953958	1.15631	0.94593	1.08712	0.237655	-0.255661	0.262301	1.11613	0
231	-0.919426	-0.353288	0.542556	0.98487	-0.347713	-0.61509	0.953958	1.15631	0.123382	-0.918529	0.237655	-0.488004	-0.19412	1.11613	0
232	-0.315373	-0.654604	0.542556	0.441873	-0.347713	0.00794684	-1.04674	1.15631	-0.287892	1.08712	0.237655	-0.488004	-0.194696	-0.894654	1
233	0.788963	-0.503946	-1.78269	1.79936	1.66	2.32379	0.953958	-0.86357	-0.493529	1.08712	0.237655	-0.0465528	-0.195272	-0.894654	1
234	2.09662	4.66864	-1.78269	0.170375	-0.347713	7.85193	0.953958	1.15631	7.73195	-0.918529	0.237655	-1.06886	-0.192393	1.11613	1
235	2.74285	-0.922775	0.542556	-1.73011	-1.8535	-0.664395	0.953958	1.15631	-0.287892	-0.918529	0.237655	0.278727	-0.176078	1.11613	0
236	-0.771787	1.30395	-1.78269	1.79936	1.66	-0.440281	0.953958	1.15631	0.329019	-0.918529	0.237655	-1.06886	-0.133661	1.11613	0
237	-0.61065	-0.453727	-1.78269	-1.18712	0.154216	0.680288	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	0.092853	-0.107749	-0.894654	0
238	3.20011	0.249344	0.542556	-1.73011	-1.8535	-0.664395	-1.04674	-0.86357	-0.493529	-0.918529	-3.10892	-1.06886	-0.195272	-0.894654	0
239	0.338455	-0.805262	0.542556	-0.915618	-0.347713	-0.216167	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.272919	-0.195272	-0.894654	1
240	1.41411	1.45461	0.542556	-0.101123	-0.347713	4.1167	0.953958	-0.86357	-0.493529	-0.918529	-3.10892	-0.429919	-0.195272	1.11613	1
241	-0.294282	2.05724	-1.78269	0.713372	2.16193	-0.664395	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-1.06886	2.34057	1.11613	0
242	0.303865	-0.453727	0.542556	-0.915618	-0.347713	0.680288	0.953958	1.15631	0.94593	-0.918529	0.237655	-0.197576	0.0484855	1.11613	1
243	1.51281	0.567735	0.542556	-1.18712	0.154216	1.60214	0.953958	1.15631	2.59103	1.08712	0.237655	-1.06886	0.764402	1.11613	1
244	4.10703	0.148905	0.542556	0.170375	-0.347713	-0.503033	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-1.06886	-0.130014	-0.894654	1
245	-0.195575	1.65549	0.542556	-1.45861	1.66	-0.514985	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	0.255493	-0.195272	-0.894654	1
246	-1.23579	-0.855481	0.542556	-1.18712	-0.347713	-0.61509	-1.04674	1.15631	0.740293	1.08712	0.237655	0.325196	-0.188554	-0.894654	0
247	-1.31341	-0.922775	0.542556	-0.372622	-0.347713	-0.365576	-1.04674	1.15631	-0.0822548	1.08712	0.237655	0.789882	-0.19508	-0.894654	0
248	2.40539	1.9568	0.542556	-1.73011	-1.8535	4.71434	0.953958	1.15631	2.59103	1.08712	0.237655	-1.06886	-0.00333688	1.11613	1
249	-0.301031	-0.554165	0.542556	-0.915618	1.66	0.580184	0.953958	1.15631	-0.0822548	1.08712	0.237655	-0.0175099	-0.195272	1.11613	1
250	0.837895	-0.646569	0.542556	-1.18712	0.154216	0.38147	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	0.18579	-0.195272	1.11613	1
251	-0.631741	0.851976	0.542556	-0.372622	-0.347713	-0.58969	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-1.06886	-0.195272	-0.894654	1
252	-0.596308	1.72278	-1.78269	-0.372622	-0.347713	-0.652442	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.371833	-0.104103	-0.894654	1
253	0.268432	2.05724	0.542556	1.25637	1.15807	0.941755	0.953958	1.15631	1.3572	1.08712	0.237655	-1.06886	-0.169552	1.11613	1
254	0.177318	-0.704823	0.542556	0.441873	-0.347713	-0.316271	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.371833	-0.195272	-0.894654	1
255	0.78137	1.05285	0.542556	0.98487	1.66	-0.141462	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.900413	-0.0346223	1.11613	0
256	-0.940517	-0.58731	0.542556	0.170375	-0.347713	0.00794684	0.953958	1.15631	-0.287892	-0.918529	0.237655	-0.488004	-0.166481	1.11613	1
257	0.500435	-0.729933	-1.78269	-1.45861	-0.347713	-0.216167	-1.04674	-0.86357	-0.493529	1.08712	0.237655	1.43463	-0.195272	1.11613	1
258	1.42845	-0.102191	0.542556	-0.101123	-0.347713	-0.627042	0.953958	-0.86357	-0.493529	1.08712	0.237655	0.238067	-0.195272	1.11613	1
259	-0.722855	-0.805262	0.542556	-0.101123	-0.347713	-0.514985	-1.04674	-0.86357	-0.493529	1.08712	-3.10892	0.789882	-0.195272	-0.894654	1
260	0.289523	-0.277959	0.542556	0.170375	1.66	1.81281	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-1.06886	-0.195272	-0.894654	1
261	-1.28557	-0.403507	0.542556	-0.372622	-0.347713	-0.46568	-1.04674	1.15631	-0.287892	-0.918529	0.237655	-0.604176	-0.191241	-0.894654	1
262	-0.750696	1.15329	0.542556	0.98487	1.66	-0.265472	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.488004	-0.195272	1.11613	1
263	-0.828312	1.40439	0.542556	0.170375	-0.347713	-0.58969	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.0233185	-0.195272	-0.894654	0
264	-0.547376	-0.445691	-1.78269	-0.372622	-0.347713	-0.58969	0.953958	-0.86357	-0.493529	1.08712	0.237655	1.08031	-0.195272	1.11613	0
265	0.401728	-0.529055	-1.78269	0.441873	-0.347713	-0.638995	0.953958	1.15631	-0.287892	-0.918529	0.237655	-0.778433	0.0325549	1.11613	1
266	-0.252099	-0.20263	0.542556	0.170375	-0.347713	-0.58969	-1.04674	1.15631	-0.287892	1.08712	0.237655	-0.836519	-0.165714	-0.894654	0
267	-0.792878	1.47972	0.542556	0.170375	-0.347713	0.332165	-1.04674	1.15631	-0.0822548	1.08712	0.237655	-0.0233185	-0.162067	-0.894654	1
268	0.2195	-0.646569	0.542556	1.52787	-0.347713	-0.204214	0.953958	1.15631	-0.287892	1.08712	0.237655	1.9516	9.40147	1.11613	1
269	0.289523	-0.453727	0.542556	-1.18712	-0.347713	-0.365576	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.150939	-0.195272	-0.894654	1
270	-0.252099	-0.22774	0.542556	-0.372622	-0.347713	-0.58969	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.488004	-0.195272	-0.894654	1
271	-1.04597	0.131831	0.542556	-1.18712	1.66	-0.577737	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.604176	-0.102375	-0.894654	0
272	-0.701764	-0.755042	0.542556	0.170375	-0.347713	-0.414881	0.953958	-0.86357	-0.493529	-0.918529	-3.10892	0.67371	-0.195272	1.11613	1
273	-1.27123	-0.93081	0.542556	0.170375	-0.347713	-0.61509	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.30213	-0.195272	-0.894654	1
274	-0.969201	-0.93081	0.542556	0.98487	-0.347713	-0.365576	-1.04674	1.15631	-0.287892	-0.918529	0.237655	0.325196	-0.0478658	1.11613	0
275	-0.77938	1.25373	0.542556	0.441873	-0.347713	-0.0667578	0.953958	1.15631	-0.287892	-0.918529	0.237655	-0.604176	-0.141914	1.11613	1
276	0.205158	0.0655413	-1.78269	-1.18712	0.154216	-0.340177	-1.04674	-0.86357	-0.493529	1.08712	0.237655	1.71925	-0.195272	-0.894654	1
277	2.1523	-0.888626	0.542556	-1.18712	0.154216	-0.365576	0.953958	-0.86357	-0.493529	1.08712	0.237655	0.394899	0.226409	-0.894654	0
278	-1.29232	-0.788187	0.542556	-0.101123	-0.347713	-0.638995	0.953958	-0.86357	-0.493529	-0.918529	-3.10892	0.092853	-0.195272	-0.894654	1
279	0.106451	-0.453727	0.542556	1.52787	1.66	0.157356	0.953958	1.15631	0.740293	-0.918529	0.237655	-0.13949	0.202417	1.11613	1
280	1.40736	4.08309	0.542556	0.441873	-0.347713	-0.141462	0.953958	1.15631	0.123382	-0.918529	0.237655	-0.371833	-0.192585	1.11613	1
281	0.2195	-0.403507	0.542556	-1.18712	0.154216	0.0826515	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.278727	-0.156885	-0.894654	1
282	-1.11684	-0.712858	-1.78269	0.713372	-1.35157	-0.664395	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.488004	-0.195272	-0.894654	1
283	1.0699	-0.855481	0.542556	-0.101123	-0.347713	2.5479	0.953958	-0.86357	-0.493529	-0.918529	-3.10892	1.25457	-0.195272	-0.894654	1
284	0.620234	-0.604384	0.542556	-0.915618	-0.347713	-0.514985	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.67371	-0.194888	-0.894654	1
285	0.000995261	-0.805262	-1.78269	-0.372622	-0.347713	0.38147	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.789882	-0.195272	-0.894654	1
286	-0.547376	-0.61242	0.542556	1.79936	-0.347713	-0.166862	0.953958	1.15631	-0.287892	1.08712	0.237655	1.22553	-0.191433	1.11613	1
287	2.8559	1.25373	0.542556	0.713372	2.16193	5.31197	0.953958	1.15631	0.94593	1.08712	0.237655	-0.941073	-0.195272	1.11613	1
288	0.823553	-0.95592	0.542556	0.170375	0.154216	3.81788	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-1.06886	-0.195272	1.11613	1
289	-0.0268452	-0.729933	0.542556	-1.73011	-1.8535	-0.664395	-1.04674	1.15631	-0.287892	-0.918529	0.237655	-0.511239	-0.191625	-0.894654	1
290	0.437162	-0.00978767	0.542556	-1.73011	-1.8535	-0.664395	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.13949	-0.195272	-0.894654	0
291	0.0642689	0.55066	0.542556	0.713372	0.154216	-0.190767	0.953958	-0.86357	-0.493529	1.08712	-3.10892	1.37074	-0.195272	-0.894654	1
292	0.0296793	-0.328178	0.542556	-1.73011	-1.8535	0.244013	-1.04674	1.15631	-0.0822548	1.08712	0.237655	0.092853	-0.194504	-0.894654	0
293	-0.568468	-0.403507	0.542556	0.170375	-0.347713	0.00794684	0.953958	1.15631	0.740293	-0.918529	0.237655	-8.41822e-05	-0.0801108	1.11613	1
294	-0.81397	-0.847446	-1.78269	1.79936	-0.347713	-0.652442	0.953958	1.15631	-0.287892	1.08712	0.237655	3.81034	-0.183948	1.11613	1
295	0.22625	-0.353288	0.542556	1.52787	1.66	1.55134	0.953958	-0.86357	-0.493529	1.08712	0.237655	-1.06886	-0.195272	1.11613	1
296	1.70938	-0.353288	-1.78269	-1.73011	-1.8535	-0.216167	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.0233185	-0.194504	-0.894654	1
297	0.000151612	-0.654604	0.542556	-1.73011	-1.8535	-0.664395	-1.04674	1.15631	-0.0822548	1.08712	0.237655	0.092853	-0.175119	-0.894654	0
298	0.578051	-0.814301	0.542556	0.170375	-0.347713	-0.552338	-1.04674	1.15631	-0.0822548	-0.918529	0.237655	0.238067	-0.0993043	-0.894654	1
299	0.641325	-0.61242	0.542556	1.79936	-0.347713	-0.627042	0.953958	1.15631	0.534656	1.08712	0.237655	1.71925	-0.195272	1.11613	1
300	-1.13034	-0.461762	0.542556	0.170375	1.15807	-0.377529	-1.04674	1.15631	-0.0822548	1.08712	0.237655	-0.13949	-0.082606	-0.894654	1
301	0.626983	0.0484667	0.542556	1.52787	-0.347713	0.38147	0.953958	1.15631	1.56284	1.08712	0.237655	-1.06886	-0.195272	1.11613	1
302	-0.97595	1.26277	0.542556	0.170375	-0.347713	-0.0667578	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.278896	-0.195272	-0.894654	1
303	0.0997022	-0.486871	0.542556	-1.45861	1.66	1.05381	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.627242	-0.195272	-0.894654	1
304	-1.09575	0.19109	0.542556	-1.45861	-0.347713	-0.503033	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.371833	-0.195272	-0.894654	1
305	-1.32775	0.57577	0.542556	0.98487	-0.347713	-0.627042	-1.04674	1.15631	-0.287892	1.08712	0.237655	-1.06886	-0.164562	-0.894654	0
306	0.654823	0.224234	0.542556	1.52787	1.66	2.32379	0.953958	1.15631	2.38539	1.08712	0.237655	1.24876	-0.195272	1.11613	1
307	-1.01138	-0.822336	0.542556	0.441873	-0.347713	-0.166862	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	0.209025	-0.194312	-0.894654	0
308	-0.863745	1.15329	0.542556	0.170375	-0.347713	0.232061	0.953958	-0.86357	-0.493529	1.08712	0.237655	-1.06886	-0.195272	1.11613	1
309	-0.750696	-0.805262	0.542556	0.170375	-0.347713	-0.0667578	-1.04674	1.15631	-0.0822548	1.08712	0.237655	0.092853	-0.119649	-0.894654	0
310	-0.497601	-0.303069	0.542556	0.170375	1.66	0.0198996	-1.04674	1.15631	-0.287892	1.08712	0.237655	1.34751	-0.191241	-0.894654	1
311	-0.884836	1.06993	-1.78269	0.713372	1.66	-0.290872	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	0.441367	-0.195272	-0.894654	1
312	1.47063	-0.654604	0.542556	-0.64412	-0.849641	-0.664395	0.953958	-0.86357	-0.493529	1.08712	0.237655	-0.488004	-0.190089	-0.894654	0
313	-0.919426	0.106721	0.542556	0.98487	-0.347713	-0.552338	0.953958	1.15631	-0.287892	-0.918529	0.237655	-0.13949	-0.195272	-0.894654	1
314	-1.00379	-0.913736	0.542556	0.98487	1.66	-0.577737	0.953958	1.15631	1.76848	-0.918529	0.237655	-0.604176	-0.17627	1.11613	0
315	-0.821562	-0.9057	0.542556	-1.45861	1.66	-0.46568	0.953958	-0.86357	-0.493529	1.08712	0.237655	-1.06886	-0.195272	1.11613	1
316	-0.399738	-0.847446	0.542556	-0.915618	-1.8535	-0.664395	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.488004	-0.195272	-0.894654	1
317	0.591549	0.0484667	0.542556	1.52787	-0.347713	3.36965	0.953958	-0.86357	-0.493529	1.08712	0.237655	4.62354	-0.195272	-0.894654	0
318	1.56175	1.56308	0.542556	-0.372622	-0.347713	0.0198996	0.953958	1.15631	0.123382	1.08712	0.237655	-0.162724	-0.195272	1.11613	0
319	-1.3345	-0.880591	0.542556	0.170375	-0.347713	-0.365576	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.371833	-0.191817	-0.894654	0
320	-0.596308	1.60527	0.542556	0.170375	0.154216	0.754993	0.953958	1.15631	-0.0822548	-0.918529	0.237655	-0.644836	-0.110053	1.11613	0
321	-0.891585	0.00628251	-1.78269	0.441873	-0.347713	0.00794684	0.953958	1.15631	-0.287892	1.08712	0.237655	-0.604176	-0.137691	1.11613	1
322	-0.800471	1.25373	0.542556	1.52787	-0.347713	-0.46568	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.488004	-0.195272	1.11613	1
323	1.94139	0.93534	0.542556	-1.73011	-1.8535	3.64307	0.953958	1.15631	1.76848	1.08712	0.237655	-0.894605	-0.137691	1.11613	1
324	-1.13793	0.148905	0.542556	-0.915618	-0.347713	-0.514985	0.953958	-0.86357	-0.493529	-0.918529	0.237655	-0.604176	-0.195272	1.11613	1
325	0.430413	-0.0690465	-1.78269	-0.915618	-0.347713	-0.58969	0.953958	1.15631	1.56284	1.08712	0.237655	0.789882	-0.195272	1.11613	1
326	0.55696	1.07796	0.542556	1.79936	-0.347713	0.0826515	0.953958	1.15631	0.740293	-0.918529	0.237655	1.9516	-0.157652	1.11613	1
327	-0.821562	-0.646569	0.542556	-0.915618	-0.347713	-0.638995	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.998991	-0.195272	-0.894654	1
328	1.71698	0.349783	0.542556	-1.18712	0.154216	0.25746	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.644836	-0.195272	-0.894654	0
329	-0.792878	-0.503946	0.542556	-1.18712	-0.347713	-0.627042	-1.04674	-0.86357	-0.493529	-0.918529	0.237655	-0.13949	-0.193352	-0.894654	1
330	1.75916	-0.654604	0.542556	-1.45861	-0.347713	0.456175	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-1.06886	-0.128095	-0.894654	1
331	2.47626	0.0484667	0.542556	-0.372622	-0.347713	0.530879	0.953958	1.15631	0.329019	-0.918529	0.237655	-1.06886	-0.17627	1.11613	0
332	-0.961608	0.174015	0.542556	0.441873	-0.347713	-0.153415	0.953958	-0.86357	-0.493529	-0.918529	-3.10892	-0.371833	-0.195272	1.11613	1
333	-0.701764	-0.152411	0.542556	0.170375	0.154216	-0.58969	0.953958	-0.86357	-0.493529	1.08712	0.237655	-0.13949	-0.195272	1.11613	1
334	0.38823	-0.871551	-1.78269	0.441873	-0.347713	-0.577737	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.725988	-0.194888	-0.894654	1
335	0.901169	-0.604384	-1.78269	0.170375	-0.347713	-0.664395	-1.04674	-0.86357	-0.493529	1.08712	0.237655	-0.197576	-0.19508	-0.894654	0
336	-0.673924	-0.788187	0.542556	-1.18712	1.66	-0.638995	-1.04674	-0.86357	-0.493529	1.08712	0.237655	0.209025	-0.194312	-0.894654	1
337	0.373888	-0.755042	0.542556	0.170375	-0.347713	-0.0667578	0.953958	1.15631	1.76848	-0.918529	0.237655	-1.06886	-0.107749	1.11613	0
338	0.675914	0.0484667	0.542556	-1.73011	-1.8535	-0.664395	-1.04674	1.15631	-0.0822548	-0.918529	0.237655	-0.970116	-0.19508	-0.894654	1
339	-1.07466	-0.0690465	-1.78269	0.170375	1.66	0.232061	0.953958	-0.86357	-0.493529	-0.918529	0.237655	0.325196	-0.195272	1.11613	0
